Hash,Phylum,Class,Order,Family,Genus,Species
60cd752e41d8a79d692b8ac185f1e6e19d4d1e87,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
40363c0ad68d2a4c24210270dc6c03bf909874d3,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
f52a3149f85dc55fc3d9a94fe2141a23312d594b,Mollusca,Gastropoda,NA,NA,NA,NA
c9e3d1a29ae54562e2608ec5799d06584a2a6b50,NA,Dinophyceae,NA,NA,NA,NA
551bbf16b9a62487ae8be3c69727735bbc1655f6,NA,Polycystinea,Collodaria,NA,NA,NA
33f2049df73abee355aaf102f1c6c31652f4daa5,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
a913afd2bac193165df55347f770fdbca1a9d802,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
e3a118b8d2c3c58f317083c3462eb0b6289fb469,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,NA
cae6b112bb0e7db398a426300b115c8c1d16d674,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA
f07cbb2644dab9cd985381001379f4dece69b52f,Cercozoa,Thecofilosea,Phaeoconchia,Coelodendridae,Coelodendrum,Coelodendrum ramosissimum
215f7e73ed8b068882c25a034e2d44b152fd76c4,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
722ae10a2ab287d7cf8d34f64705f9ff5099010d,Arthropoda,Hexanauplia,Poecilostomatoida,NA,NA,NA
c39c73867fce08524ef43e0486ca8318a83ff0a2,Arthropoda,Malacostraca,Decapoda,Sergestidae,NA,NA
366af7232a4b8783702eddfe226e449933c42834,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA
ce3d9344f2d555f0c3ee9b58f6fdf483b88e66f3,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA
13dfed8b69f5d4139ad79da7deb7b0d04fa3fd20,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA
2a6c38af6bd28af93d07d5cc3a374609384b6243,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
6fb00f321a0cfaf98d1e4f0c25f5ef49719d95bf,NA,NA,NA,NA,NA,NA
c56cb43892bfad7096fa1b1ffa56e0ba1292e44f,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
7c03ee54dad2000d5c2bbd44c024aa66a90cbba8,NA,Polycystinea,Collodaria,Collophidiidae,Collophidium,Collophidium ellipsoides
6d6574e21e5d39252a80e75d342bc34d9af28c50,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
b3e0fe5d16d3f3aad9b3149a680e2b02de3b6111,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA
cfe77238e8129be32ccae693408ed49e19e9df85,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,NA,NA
8f0480f71055cf11a2156bb14b1083447b039090,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA
6428dbc074826e3612f35d81700c64af01447506,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Centropages,Centropages violaceus
994f4e0d46a1bc86fc520d276f629df7f22e2f63,Arthropoda,Hexanauplia,Pedunculata,NA,NA,NA
2cb5a3636746be18b043f5d47d88a8a97b946131,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA
8c003a2111616d4bf7bae93ce2cc38d1c827edbe,Arthropoda,Hexanauplia,NA,NA,NA,NA
aeab2d4b74278abfd4dc6613b1bca8e621776f61,Sipuncula,NA,Phascolosomatiformes,Phascolosomatidae,Phascolosoma,NA
044bf9f76c6c7687251d1d5b72feb4028789aa66,NA,Polycystinea,Collodaria,Sphaerozoidae,NA,NA
ea453d9d07912bdfc5e58a4563c1056d46578de3,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA
b1da317bdae700a0a50428e6d7b3df43f3047268,Arthropoda,Hexanauplia,Calanoida,Metridinidae,NA,NA
6d0e7806ca383ba8a344ebc3a8eee37d08c9f4a5,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,NA,NA
72262f3ea777186cfb5037a556e68c064452885a,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA
f6a4d650e9d6f53c3dee2633f464fadac8e3ca1f,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
7a695ef146ba3a819fc50a4e7ff87e12063dcb6c,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
4970001d29a562b478455ccee45cf5928623bb56,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
3b4deef68ab606924924048c116ef0c7c34ec1f4,Arthropoda,Hexanauplia,Calanoida,Metridinidae,NA,NA
764992146cf2baea37f156dd6f3087ba52627285,Arthropoda,Hexanauplia,Calanoida,Candaciidae,Candacia,NA
86e954b6b4640de2a532d0f2c9329b96891d511d,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
6fa145cf354791b6a2fb07ea5364b6f760d72b72,Arthropoda,Hexanauplia,Poecilostomatoida,Corycaeidae,Ditrichocorycaeus,Ditrichocorycaeus anglicus
ba8a3abb314f0832bdd308d5785636a9abb6baf8,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA
753a30cd9d9896b2077bd467b2c038875725f4cd,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA
79b0869feff67fe1e43f6dc9d8ddb99d92d4382d,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
db0e450a361e5c4eaf843aa029db5c9f5193d32f,Arthropoda,Hexanauplia,Calanoida,Calocalanidae,Calocalanus,Calocalanus plumulosus
af443937679001ea966beb10277f43108c2bc0db,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
506d032e13ddb3ed06c943c59448b05b70d92782,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
ca6dfd6dba5eb1fc6d69017dd4253eceb58a3072,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
c5924bbddca2fd87ea746677bd99f741244654d8,Arthropoda,Hexanauplia,Calanoida,Metridinidae,NA,NA
28f609291610bb80be3d69f17553a6abc25d0ec4,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,NA
82c42d8dc322400171abe35143ebedec0d0801c1,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,NA,NA
b55956b76c6f7860b218339af509f33b496efe80,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
6306a7fb777bf7efac68261029c4e4e0aac091f6,Arthropoda,Hexanauplia,Calanoida,Calocalanidae,Calocalanus,NA
3004535988ee0dcfeb2d8fb9f1248e658501e86f,NA,Polycystinea,Collodaria,NA,NA,NA
098d78cfe544645c4b7a49321108101f9fd1ca95,Arthropoda,Hexanauplia,Calanoida,Lucicutiidae,Lucicutia,Lucicutia flavicornis
85d0a3d2fe93ca7160c75f8753085418b192e8d2,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
5f13811d2cbe8be7133f3cffbc71693af7c1ca4f,NA,Polycystinea,Collodaria,Collophidiidae,Collophidium,NA
569546daf59732371b3a73ea72075d8be39ae1d8,NA,NA,NA,NA,NA,eukaryote clone OLI11011
3be2a4a9175f98930c7d1ff4b5ab995689b0ab4c,Arthropoda,Hexanauplia,Pedunculata,NA,NA,NA
fd5c6fc70bc8d94d9078cefa396a8268d698697f,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
cd58ee0aa1185ea6500c004f680015dd55e83a86,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,NA,NA
19c8b8fc8dcc19eb755d8be618c157baeedb4b08,Sipuncula,NA,Phascolosomatiformes,Phascolosomatidae,Phascolosoma,NA
18dfe265d38adbfeea52be9eedda03036f882f25,Arthropoda,Hexanauplia,Poecilostomatoida,NA,NA,NA
bcfa1e280d3595c84a3e85a4cb461d79953adfde,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,Limacina bulimoides
a67cac187cd7c1bff015d5c212662b27c9eb08ae,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,NA,NA
a760bb376aef3a083f3a3fa035569dd37c9d49d6,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA
edd22cc0163a256dcb2655252189dbf7fb1768ef,NA,NA,NA,NA,NA,NA
58fbe08b554a2197d6878a18d3d4e24e63b285f9,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,NA,NA
2c6bb1b9f617e784dd93aa06125be99fcae53fdc,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
49c20809ddeb1e851662b767dedb4c5379b65c10,NA,Polycystinea,Collodaria,Sphaerozoidae,NA,NA
bc58150506e8e9b752f077d142dcb52618082ef8,Ciliophora,NA,NA,NA,NA,NA
44160ff93841b2b1c0380786ef7223798b95dd41,Arthropoda,Hexanauplia,Calanoida,Candaciidae,Candacia,NA
70c9804b09a3acf3de768c873860c79ac4c668e1,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
84ed2aabb9f1a1e900818c9a79f0b430c28b9716,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,NA,NA
fb3743e3e6ac6042cd516c2e81e7c4b68fcb01f1,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
a09ad8f1e2916006098a4887a60948290d59879b,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Centropages,Centropages violaceus
3648dad23ec2028ba02bd0e3aa7cdb76d00313d7,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,Oikopleura sp.
7985f72096da214d0c241c4227257055e45b6a41,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA
fd99fb4d70b4abaa1e52c3b6fe8005c90bfba176,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,NA,NA
e3dad9d81ebf555738cca5919dd0087c8f861f78,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,NA
c8a33f2729feb7a1e641f0ac7e24100ca4a0ce31,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
7a7fa41134bb94a79b61ba05144adfc6538e97d1,NA,Polycystinea,Collodaria,NA,NA,NA
a317d02ce4acd8f2b83ccf90c1074bb15229a901,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,NA,NA
cc45f40e457346f502e1f68a142aab7c9ac487c3,NA,Polycystinea,Collodaria,NA,NA,NA
54eb331369e8b8ad3d7cd2513a072a71ba0b774b,Arthropoda,Hexanauplia,Poecilostomatoida,Corycaeidae,Ditrichocorycaeus,Ditrichocorycaeus anglicus
150527b9eef1d3e210fec27436a25a9a0ca4617d,NA,NA,NA,NA,NA,Uncultured marine alveolate Group I DH148-EKD22
8255b6a125c7d98054020f63fc8c3f96412fdaa9,Arthropoda,Malacostraca,Decapoda,NA,NA,NA
b9db0c520116da978bd759987cdef5336a525067,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lysmata,NA
22cf259c5c1e40823b8c7c662c68799ce9da7c3c,Chordata,Thaliacea,Doliolida,Doliolidae,NA,NA
555026512db645a99db31876b71b6f319f41181e,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
cb45f9cd0995c266e2cf966992bf471ca6b0a01a,NA,Polycystinea,Collodaria,Sphaerozoidae,NA,NA
c471aaf9f7d3178e3288f9b80bebcc7646adfc66,Mollusca,Gastropoda,NA,NA,NA,NA
fc36bbc4126f0f72bf0eca2d6069b49a10cad1f8,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,NA
d8d321546cceb0777a92b6af78d26242a97f2c70,Arthropoda,Hexanauplia,Poecilostomatoida,Corycaeidae,Ditrichocorycaeus,Ditrichocorycaeus anglicus
9caf0661426b056a61ad04af0eb791711ad128b7,Echinodermata,Echinoidea,NA,NA,NA,NA
bd4fdb58f885f06d6e8d6f3a2b4ecbe433f533ed,Mollusca,Bivalvia,Mytiloida,Mytilidae,NA,NA
282ab57d5227abdc7c654cea44690637919d39fb,NA,Polycystinea,Collodaria,Sphaerozoidae,NA,NA
779e7bcc3829e2dbd2785356150ef084fc70bb99,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,NA
54ad17fac752d8f6c835122bacb55889aecc5fb1,Mollusca,Bivalvia,NA,NA,NA,NA
fb4ed76248a8beeba27d98c67d9c0b7df1b8504f,Arthropoda,Hexanauplia,Pedunculata,Lepadidae,Conchoderma,NA
33b3388aba9216b9aab3709b55cf435e0f08549b,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,NA,NA
17d1369c8eb3c8380413849c3744429dd0f53cb5,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA
b575e1cd6fdbfbac8d3566650b897774177bb387,Arthropoda,Malacostraca,Mysida,Mysidae,NA,NA
bac657832e49e44c0db0b6bd3b924b8cf8faf38e,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
3ad33a2da0f78fb1e3d2c53c3c7850bdd87292ce,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
496a680613aeddd4055c49453933149137cdc1b9,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,NA
a20e06335b56cb82d7fea9a2b91451d7e7739f83,Arthropoda,Hexanauplia,Calanoida,Calocalanidae,Calocalanus,NA
7774334784e0a0a6607d2518394b8336b179bfae,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
8be9352e15855ed0673e7a5a85a91639ca084b3c,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
7c754c662c8dff39e9ea284567b79a7fe0360c0f,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA
308e160009b6ecfc2b2addb9dab258a1415ed849,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
7cbdbc8607d0b11c36564a74f1fffe1071916eec,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
181acce5d7ccc073dd97d8a5fd19e4ea42c891e9,Arthropoda,Hexanauplia,Calanoida,Candaciidae,Candacia,NA
16fafc94960ff7254af063b9d034237af0c99bb0,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
3b52f96264e1d61349b69a32936e9c7ccd11d755,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,NA
47f3e60eda01464acce2149c63f70d61bcfeb832,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,NA,NA
a4ac5fea911c4e738674f86ec0c3c0a60a7fe3ff,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA
08db581e1ebc501e6007121fb20439bbeeb17def,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA
aa402190637f9ea9de675c56deb415404b7f2a41,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
429ebc3f314df790668492d56e0f385ca27b229e,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona atlantica
09dc6e1e3a2c7b17cd7f4be23efc50ead3eafef7,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,NA,NA
1dd96065a68c346edf2f2485b95611651b4fa887,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA
28d1883dd1baab3f27d82b03564f980937dca168,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA
034efa5c64f145898e8709695f44589a3d089478,NA,Polycystinea,Collodaria,Sphaerozoidae,NA,NA
3ebe763dad94716c53b6402a986142c429796f35,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
8cb90222a0cf508da702df4495c4da8a9a98e8bb,NA,Polycystinea,Spumellaria,NA,Spongotrochus,Spongotrochus glacialis
dfaa7fe4223b0cb9ca163830891a79d39c638001,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA
e804f94416787d476fa38e4b476c20c807a735ea,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,NA
1b30f8c063574b0c3aac58c74e0f02d0c0228850,Mollusca,Gastropoda,Pteropoda,Cymbuliidae,Corolla,Corolla spectabilis
93b7acd44251b7634211ebd3a651c2086dcb5069,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
12fb07a5a01b43cf4e6bc1ccc6b99ffaf60fd033,Arthropoda,Hexanauplia,Poecilostomatoida,Corycaeidae,Corycaeus,Corycaeus speciosus
fac8a6da19ef6850ef38ab2a1dcd040b00e9a3e3,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Centropages,Centropages violaceus
1ab6c87e08609252082e76d4529b725243d7bcbd,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
28240c62521039d2d4e546727a54238b33663c6d,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
296db514b81c1298e721d8e2af722a7aad57ffcd,Arthropoda,Hexanauplia,Calanoida,Calocalanidae,Calocalanus,NA
14ce20a4f39b0e6846e0f72002ddd4fda136a349,Arthropoda,Hexanauplia,Calanoida,Calocalanidae,Calocalanus,NA
47393951438cee8e6cf5c66f87ac011a11fe813b,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
e6bd6392bcf24a090c78b772f787acb1fd525d78,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
04de5e8d27f479154ff7e101d1f59e019c93efd3,Arthropoda,Hexanauplia,Calanoida,Metridinidae,NA,NA
145c40ee1b975868f1b6404fecadd3bf29e1941e,Echinodermata,Ophiuroidea,Amphilepidida,Ophiotrichidae,Ophiothrix,Ophiothrix oerstedii
ba266f2d6fd5adb5e59208d9cf2ffa4b7f253207,Cnidaria,Hydrozoa,NA,NA,NA,NA
b55f4777fb7ee049cd631daae8bbe79d689da115,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,NA
bb07525df83d5aad53cab4f8eccec95a52d53c79,Echinodermata,Ophiuroidea,NA,NA,NA,NA
1a8ac76acfd38f3816e55aec844fff3d3b5fa6ee,Annelida,Polychaeta,Phyllodocida,NA,NA,NA
1737a06a3ba0ab8b49886547289714b7ca512369,Mollusca,Gastropoda,NA,NA,NA,NA
ef058d658230467f902310b207c29bb6d423287d,Mollusca,Bivalvia,Pectinida,Pectinidae,Cyclopecten,Cyclopecten sp. DJC-2016
97c0a0b78a9051b6b2e2cff07831849027a24086,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
8ed7d45503243c46ee94977810d04416dee3d4f9,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
22a808928fea34f0f035b2fab344e804f08c1778,Mollusca,Gastropoda,NA,NA,NA,NA
6c040c44d0a26b1e276eba591a18ceb9ee59865f,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
e6a83e2a65044c48a2e9d86ce70a0aeb2d9ac5e4,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
e8c867b771f1595f664b51c1e7f55e562918988d,NA,NA,NA,NA,NA,NA
e2594ea51eb07a2e5d672a178be8a7b7ae7b67bb,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA
541183bbc2bb5b290bb2e13bcf943c2d2de14833,Arthropoda,Hexanauplia,Calanoida,Candaciidae,Candacia,NA
6dffc593982bcb2bc5f856d0d42d0d4a146faf49,Mollusca,Gastropoda,Neogastropoda,NA,NA,NA
8fa0eadedc36c19cdcc4f06c9cf56e429e665c71,Arthropoda,Hexanauplia,Calanoida,Metridinidae,NA,NA
2634ddd99bb3c1a38a49aebf3277e6126264f4fc,Mollusca,Gastropoda,NA,NA,NA,NA
162af1955a864fb3f94275ae2c20e9d6874c3673,Arthropoda,Hexanauplia,Calanoida,Metridinidae,NA,NA
f107a2dd1cd21bf2259b107bc1a629c34a030144,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA
21818e3bedd95f3b29e62b2b16da4b9bfc7c2865,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
a669c2fff95eea2e661990189925ac0f3f00e524,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,NA,NA
fef79e8c44a9566f281039b7d25a1c7c3a7ecd07,Annelida,Polychaeta,Phyllodocida,NA,NA,NA
2944a42d6906f850fb039e5756662258bd3d4367,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
7f99b3ca3932618115652c9ea1da3289e4b271a1,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,NA
f481ed18fe9358b3ab13c0bb949774c4b47d7526,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
f6d877ecc1902f087a80d08421735542108c2876,NA,NA,NA,NA,NA,NA
5e78dbf1b9607af9d178d887519c4f991a3cf0c4,NA,Polycystinea,Collodaria,Collophidiidae,Collophidium,NA
e4e37b28c12623056c2d40676d7323d83e9c708a,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
b3448ea4ed6df62b1681630909c00937355e51e2,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,NA
2ea9cff480d7da5d6489c0cddaf54f1902ac7cdc,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
fa9829c728820383001f096bb3602153d12cb92f,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
fe35a5f74808ab164c76f30f6dccf4747e8cd2b5,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,NA,NA
e950c9ef0eb9ac638c2d94a85bb94d5df7c5058a,Arthropoda,Hexanauplia,Calanoida,Metridinidae,NA,NA
48d5b3078564960ce18b07d84f44dfef2c207846,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,Membranipora membranacea
e8bb1b7138eb562a27f0194d90180384198ec997,NA,Polycystinea,Collodaria,Collophidiidae,Collophidium,NA
ce7ab18948a3e84b24626513ad2e13005e03dd75,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA
27dba0e015570caac48d3ba2135ea30b251a1009,NA,Polycystinea,Collodaria,Collophidiidae,Collophidium,NA
0f380c053c34fb74806f01db896c0f630131c9e8,Arthropoda,Hexanauplia,Calanoida,Candaciidae,Candacia,NA
d97e60da7a3760f9943fcb3e0700864dd67ac8d6,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
a99881c140972fb361888aef8e684614e57075e5,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus
e8664d25fadf0e4bf63f8e5b481e02619d58486f,Arthropoda,Hexanauplia,Calanoida,Candaciidae,Candacia,NA
33c901d46b99523dc22cf1ee8460f1499ce4b7fc,Arthropoda,Hexanauplia,Calanoida,Metridinidae,NA,NA
0b1ccb0171682a01aab97367157504c085ceefea,Streptophyta,Magnoliopsida,Fagales,NA,NA,NA
b4cfc2cf30f2092b5c8bc9ddd1f245f4ff8652a0,Annelida,Polychaeta,Phyllodocida,NA,NA,NA
f7a41bc5f101153264e8df6c0ff906b3b065c87d,NA,Polycystinea,Collodaria,Sphaerozoidae,NA,NA
f15e14d75bb87921a0c10d8cf6c04b4330a53d48,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Centropages,Centropages violaceus
9cb1cd40de367cdf4f0b95c94c7b2e2e117c7da3,Mollusca,Gastropoda,NA,NA,NA,NA
5f1ee49746cbf848bd184d9c792d0c425de2eb67,Arthropoda,Hexanauplia,Calanoida,Metridinidae,NA,NA
896e256eff2753790961ec94c92a434e235d97c1,Mollusca,Gastropoda,NA,NA,NA,NA
46fffd9ee20553f6d1382b55cb8484590adb4a02,Arthropoda,Hexanauplia,Calanoida,Metridinidae,NA,NA
045a36f21fe226cb950582553d648d7a6c80da6c,Arthropoda,Hexanauplia,NA,NA,NA,NA
06baca0d97101c26d72fee2ca7eecbf7890fe29b,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
052ecb15f923d3af48b29451bcd0273909ff61b7,NA,Polycystinea,Collodaria,Sphaerozoidae,NA,NA
1d7e41a036245bef22450a505f39bf6d1781b92d,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,NA
9e1df315b326ab2217a2f44cf7127e51385a21be,Arthropoda,Hexanauplia,Calanoida,Metridinidae,NA,NA
135a05815d1aa5aa98319e6b2cb4f1ce0eb91c07,Arthropoda,Hexanauplia,Calanoida,Metridinidae,NA,NA
c6b53b213532623f2549fa73f3e8c77cfe30336b,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
ed22deb42fc7b801ea9d4dd17307bb124ea7497c,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
8eadb96017ac0b51e5d1ce294141b2fa59901f1b,Arthropoda,Hexanauplia,Calanoida,Metridinidae,NA,NA
7b03c4da32101dd2912603594f4ccc818f8280e1,Mollusca,Gastropoda,NA,NA,NA,NA
fc18ec5953e435dff4b767fedece7950abcbf684,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
21f1eb350cfa3f16febf952883318fa1383b3a34,Brachiopoda,NA,NA,NA,NA,NA
674cc3be6a6d8a2bdd3df76e7dc0086ee751092b,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Centropages,Centropages violaceus
44c9fde9748b1d07600676d62bf8d5ab4588186f,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,NA,NA
aa1e412aafa945cbc32eaeda8a6d244f1e61c391,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
9dd83e1f03bfa239cd083524f980fc452dc996b3,Arthropoda,Hexanauplia,Calanoida,Metridinidae,NA,NA
2ba304dfbe104b92044fd9f0db24b0878a7dc572,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA
0c4ac63e337431ac36a56065cd77d6aec1cbec58,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,NA
2c33baf340302e45d54fedf0b203c14d80fcffe4,Arthropoda,Hexanauplia,Calanoida,Lucicutiidae,Lucicutia,Lucicutia flavicornis
cd9de1e20a490e94ecafbd38657d1b27fe03ea85,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
22378dae7c3962c6b409aaf1fb23f8d660628051,Arthropoda,Hexanauplia,Calanoida,Candaciidae,Candacia,NA
208f4d74b8cc17f7037d0b8fa2c3e8d85164388f,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
53d75aebc43c7ced9c1f33247bc55cffd4d40b4b,Annelida,Polychaeta,NA,Chaetopteridae,NA,NA
895287893d328205e9b9f2cab768c786d7981636,Arthropoda,Hexanauplia,Calanoida,Metridinidae,NA,NA
a5d48243057c7df2e2a5243358b04eda6dd8b0f1,NA,NA,NA,NA,NA,Uncultured marine alveolate Group I DH148-EKD22
561003ce54636ea30c659bed648092186fb027ed,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,NA
3781787492cd43d7d660b5f3688a2e3a416c3d13,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA
a231eda8343d3d286966b741034fcfd907d00082,Cercozoa,Thecofilosea,Phaeosphaerida,NA,NA,NA
62f2ab57cdb1bacb120c6e9ba0ae3e9f4b008a4e,Echinodermata,Echinoidea,NA,NA,NA,NA
0d5d6674566a16ec977ad1cad9e7844e5ca5604c,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
92a434f8dcd3bead5b2637fb1e22e2cc1d49dd50,Arthropoda,Hexanauplia,Sessilia,NA,NA,NA
8c8ed3badfff18e6a5ca4534da0903576d898627,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
781f3e205378f01fbe5c4eb55fc577a2cc2b486b,Arthropoda,Hexanauplia,Calanoida,Metridinidae,NA,NA
162b21a87716d3e6aefcd24de686c60ffd353162,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,NA
260789f16f10e9afb8a7cd82ddf5c4349decd0f7,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,NA,NA
0d4c26a4d66f0f457fb50bc9693495a66f0a7305,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
c7159627abbcc5d5c84c3893eb8e7b8a55137b22,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
6ff68bffbde822185f25bf31afd6e4a7f93a6829,Arthropoda,Hexanauplia,NA,NA,NA,NA
