"","Phylum","Subphylum","Class","Subclass","Order","Superorder","Family","Genus","Species","Hash"
"406","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma abdominalis edentata","14f754da03f164a181f8d8daea94ee359b2db148"
"407","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Mecynocera","Mecynocera clausi","16b9742896671941174ee7b1b3e417966b6f3222"
"408","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Paracalanus","Paracalanus aculeatus","1c2b6695cc6406ba3067039d197acdf8102a8b76"
"409","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Clausocalanus","Clausocalanus furcatus","29e9ed3a1aba55148a4cd1b4b9f084c75d04b3f0"
"410","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","","","306e41f6aa47a71722c3a607214f2011cfaa91d5"
"411","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","33dc4c2b1e165a82191267fff83f1f026dace1c5"
"412","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","","","3d4714ae360115c68e008c8b9ee80b21fec929e5"
"413","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","4cbc9a40bf0fe5a58a9c37c60bfbbfbe8895a33c"
"414","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","597656c7e92b7ef6e1d399914527c73b03e527a5"
"415","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","","","5ed7348655aba7c226fe31a498af5b7d0b581532"
"416","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus","61459294fdf246210fdd92604b0e12a547ccc7fb"
"417","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma abdominalis edentata","63d22c858b424ff6e02bd233d482d9ecd3997cf4"
"418","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","6726f2086380e6b6d1f49923dbf383994f4797e1"
"419","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","7ea530faa9dca3612f830069efdf745a8bf904bc"
"420","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Clausocalanus","Clausocalanus furcatus","8979e4dee62edadcc1a8233ead27ae78d9a1ffd8"
"421","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Mecynocera","Mecynocera clausi","8f5cf65a7f52e702741b2b48d0db6e8f39782e46"
"422","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma abdominalis","952e15b0c0759f0cfa1f10e8ffc96ae728915262"
"423","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","95773944b13609b7fd261615032afd4993ced125"
"424","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","9846a5efd49b93ca040150c2aed1d9ffe1b66ecf"
"425","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","98afb06a9acfc017fa4f25951aed678d0885dd2f"
"426","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Acrocalanus","Acrocalanus monachus","a4218fc4f539ac44007b3dea9b1d8af016ed4d32"
"427","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","a82f8ba89d2e004cb720b2f2a231bb9df7c05cc7"
"428","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","aa68e5bca965cb3cf17be07b021f54dcb65eee2c"
"429","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","adf2ca22feb9be6a21a7177df7b2be3a17fb1f07"
"430","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma piseki","adf6296454603f1a65394fd87b6b4d154c2ec22d"
"431","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus","b2cf2f668f348831af5915d132f54a2f9f6765a8"
"432","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","b68fae6872e6ece90c2620f6eba6a4a3871961c1"
"433","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","b7a3e645e301d69baa4a001ae0304d2120356a6c"
"434","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Mecynocera","Mecynocera clausi","ba73b7a541ff7c6df1b833dc7aaba7a580962fea"
"435","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","d204f5f53e1428cf7b6be5e2439f575e55646ca7"
"436","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","d535f2b3d6c9c2db7534b66628185ca4cd640d01"
"437","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Paraeuchaeta","Paraeuchaeta elongata","d68f866272f42f3f0b3f14ddb033422a94793d25"
"438","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Mecynocera","Mecynocera clausi","da535f96b34b54a724d1d7b6441466de9db71161"
"439","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","e0ba7bf48b14f3f052c9b39d05e4e8ea79854cd6"
"440","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","e1e78f858bb8cdfe7524f3cbb7e6fe1ac08139e6"
"441","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Clausocalanus","Clausocalanus furcatus","e911fe4407e58bdc60d7009edeb5707c4c3ae62b"
"442","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","ede9216761b908675784eb6dd0913244589961cf"
"443","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","eebd28f4692ea416a6dd9e27f21f79eb79e1bff2"
"444","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","","","f550062b03460d50841ad1cf313aba065dbb5915"
"445","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma piseki","f8efdd26398d4b2f3ae9fca41e947213e3a79765"
"446","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Clausocalanus","Species","ff247edbafdeebf6cacdf5534d9d2223b15316a9"
"447","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","","","0504c53740ed36b2c56a61fd7b09cc373ccbd619"
"448","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","06f3a41f79add6f9789f6135a84ee74dd71040f1"
"449","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma abdominalis","12bccd1ad2397c6f7a72a08ee2e7a1d72e96481b"
"450","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","1bb0fc6e4276a8ec6e708d2564ac87f045e66d78"
"451","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","","","20da868e0f7bbbdeeea3f49504226e0be794d49d"
"452","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Neocalanus","Neocalanus gracilis","3a57a5f86db3965ba7c713dce0753a65913de6d0"
"453","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","400f599406f49445cff5fdbfa94c51fb02697f0d"
"454","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Calocalanus","Calocalanus plumulosus","41fa2c3e1da25cf0d8f82240e75d2f319964f433"
"455","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","","","5016ae275967ca9b9e6a0e4fa038e4844149dc3b"
"456","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Acrocalanus","Acrocalanus monachus","57e4442ed638cd99e77695d0c85d1d52fd5a4c1f"
"457","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Candaciidae","Candacia","Candacia bispinosa","582c50cc31693e1d6fa6fdf01c1bf597304472bb"
"458","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","6262f4f31a9970241ed1dea1b6bad53b93d55ba1"
"459","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Candaciidae","Candacia","Candacia bispinosa","75a3029c1b0f36c9d3a0c5d2115a98cf8e233ead"
"460","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Neocalanus","Neocalanus gracilis","7bd4d256cbcc430101a056ffc51ec0c968b30fd0"
"461","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Neocalanus","Neocalanus gracilis","8b6cd211cca76921396c7035fbb1f8983538c59c"
"462","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Calocalanus","Calocalanus plumulosus","a32fc91489b7a81b814c9f53d4ae138157f44bd6"
"463","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","c12b62849484102880d0fb6cfe1864c1181c6aab"
"464","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","ccd6adc30a1170b0632754a86f10462beaab94b9"
"465","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma abdominalis edentata","d9831c75518f23ec13c818ff7dcde2461a5a5ad8"
"466","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","e44ffc98f0fc8ff7b4f982338858679ac91bb060"
"467","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","e81c77dde8eacc819422ea27a902b3cd7b45a87c"
"468","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","f4ccbd0f2291471fb55095be28bd35f2ebac2e58"
"469","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Candaciidae","Candacia","Candacia aethiopica","365a0e9f26b722261bf58fa04e7c7d4a783992de"
"470","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Neocalanus","Neocalanus gracilis","3b4ada1bf0a5f33636d3a04f1421d977779a686f"
"471","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","3c9b2ac9f3bbbf0b47146977ac9ac896d4e5d96f"
"472","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","72d062446bb7ba8f9c7915f64384ee7d8b603d0c"
"473","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","9b221c0e8a8dd2ee82214bbc00bd37bbb2df307d"
"474","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","b7bdaf404951a48d9643a14cbe07186b767fecc4"
"475","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Neocalanus","Neocalanus gracilis","e2c516c83e90b42a475de865636459e68274c3cc"
"476","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma abdominalis edentata","0762b0f2d66df9217c85797bef6c93f6fb264c87"
"477","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","0f91b603c991325a762aead17a651b680c9fa1ab"
"478","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Scolecitrichidae","Racovitzanus","Racovitzanus antarcticus","134558db002ef4fed720988d68f864ca1621cae8"
"479","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","2af881493785ca858363fd96566f259dc653bb3f"
"480","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Paraeuchaeta","Paraeuchaeta rubra","3295752a0e23c38ca91766afff6878c18041e839"
"481","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Pseudocalanus","Pseudocalanus minutus","3f5807ef95ce9f610e72088d5bcac8012cc9e624"
"482","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Clausocalanus","Species","69b58afec38337f5e8501cc341b74d975f0b46fd"
"483","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Clausocalanus","Species","9a768c0df6b87c589c269b3027c1477b84ef3469"
"484","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","a36c224f9363b72cbeaa16cc313fe73f84ad269b"
"485","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","aab26daa433ca9862229346318e7fdb74eef6f89"
"486","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Clausocalanus","Species","c58938c10eefd69ed860033dae446702ff7da2d6"
"487","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Clausocalanus","Species","ed8f1aeb5c35145bd79b62d86849e3aef04f3457"
"488","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","ede8bbae41c6cbdec41635ed38ad500e5e256af0"
"489","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma abdominalis edentata","f036b5e17fc4c0d42ad5a8a2483819ed514fef8c"
"490","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","23d6e9d3191dcc649b6b3d2fe2da9b7b4e950417"
"491","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","2bbe2be7f4ad400016eff63bdd646252f1bd5f57"
"492","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Heterorhabdidae","Heterorhabdus","Heterorhabdus papilliger","3666ebe1ad068b2bd1b19d0e8a6669161293edee"
"493","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","538d27d39abe9d9592f516ded1e94eb26651ae45"
"494","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","57e52a226de89d6efaa750e1ce46795286183cab"
"495","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma abdominalis","86ef3f702dbf9caddb367cb63d369568761c6565"
"496","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","92771fad06c5bb778b5fe0333e0cb7b5cf5e6585"
"497","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","a15ad3a03d6e6d71b2be45304eab01ee1c5ccc91"
"498","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","b1d888c6b6713a935dc62e9d108de4d23174fc07"
"499","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Aetideidae","Aetideus","Aetideus bradyi","e3f170ad356cf0080eed53d5857af8ccb2c80c75"
"500","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Neocalanus","Neocalanus gracilis","f870eab489edf25c65efca332facc98816ab55e3"
"501","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","2041f6b207b2daddfa4826ea21b6469a08e84de4"
"502","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Rhincalanus","Rhincalanus nasutus","333fd3d3b88faf1718a974b8e1fc30da1b02da10"
"503","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","8fd3e861fc6d88fa1a12b398a2ac39b4ca8dd442"
"504","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","97632053d61f1fad7e5b97573daaf02cb196fe59"
"505","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","a74eeebefa63696b84c329460c3922b8ded410a9"
"506","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma abdominalis edentata","aa19746b8fa272efeed1f440d639e4f1369ce04c"
"507","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","cec56d18766d86c41b1ab1562f8f2fae96e59eb2"
"508","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","08b5803083c16cfaa8724caa8f7f13287715290b"
"509","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus","1491f4b1c2ee1f7e7da61e612def75fcc3bb4607"
"510","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Paraeuchaeta","Paraeuchaeta rubra","3aa853bca25b7b1ce2e63345f2f163d2e53b69a1"
"511","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","4c7f50c6a0efac46330237782a0669b177c8ac0c"
"512","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","","","62c690487fe2f5e57f5542718f40fcddede65943"
"513","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Scolecitrichidae","","","6f2d714dd5a1bab8a8c27eba2072ad85cb46b080"
"514","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus","8394546db26107ee423fba50457ef024287e8880"
"515","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma borealis","841caf7f0ea83ef445a3e0bf78eb41e2d8cb6e94"
"516","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus","84aeff30e1b68be929aed5b3db47eacb92525384"
"517","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma abdominalis","a0093cfe7fecf53444ffdd22c075237d7f232092"
"518","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Clausocalanus","Clausocalanus furcatus","b6bb63e6b82548022f3aab52c5128ff21ecaf9e9"
"519","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","d7edcff383043b31c18bc13e5e8d8cb4b6475514"
"520","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Clausocalanus","Clausocalanus furcatus","db16cde0a47b49665e5e95e7bc65603c57463ede"
"521","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","dd1db3be8b451b44db2360a15898dd366da21419"
"522","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","","","135ced8d35c59193d09cb756b7d9c1c3336a9b74"
"523","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","14872253069b69a5296e08c0eb345409f906404f"
"524","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","2951aba95b37a34348a90b2c0fd39f7d031f190f"
"525","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","2cc2cf417338b1637b18f3955dc7c2961d1ac608"
"526","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","48e8e37e3c6cfbcc81c3fd620a39880cf6cdf6f5"
"527","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma abdominalis edentata","4b8d944930dce2b03f0d6a358e28924ce6c743d8"
"528","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","6e5f0aea0993ec6505218ecb0fb83093fbefe698"
"529","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","7379ee3db3a49b6c1915ba03d04b4c8789880545"
"530","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Mecynocera","Mecynocera clausi","7f5ba8eeafe0fbcf5204f493635c56d47d0edacc"
"531","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","839a2058bdab34c3ee2d6ca431648061a348c2ac"
"532","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","8f1ed97a0c5d307c90a67d0f46eed22b589512d7"
"533","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma abdominalis edentata","9081d6535915d7b39198f4113990394a7854502b"
"534","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","917ced099c60ba42ccf3355275d2cae37aa62f28"
"535","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","978c7227186f7aefb7cdb6268b5011d8fe49f81e"
"536","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","a0b31f412830e5fe3228b1b8ebb5465e504fa903"
"537","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Candaciidae","Candacia","Candacia bipinnata","a1babf7d87df66adb4e4e473fa9a07f733aee805"
"538","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Mecynocera","Mecynocera clausi","a41a200e95804d2ff3b0b56210a93a9af73a0e22"
"539","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","aa54cff097059a9a673dcb42533cedbf3751ba55"
"540","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Paracalanus","Paracalanus aculeatus","aaa1907ba3728258b8dd6e8e96946f186b121454"
"541","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Scolecitrichidae","Lophothrix","Lophothrix humilifrons","ac8d0324ccb1c0e0f0990108082986b925d04c9c"
"542","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","d2d62a69a34c36cf254118eca3c49ed47497be31"
"543","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","d7068805ebba013181befae640d399587510c069"
"544","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","e6e9e14c9d8f276c15c8309bb19a93bc298d4355"
"545","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta media","e855cb395083958ca954050b16adcbb52c8a1198"
"546","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Paracalanus","Paracalanus aculeatus","f3547750bf37c9e772c96e8847d22679e9b130aa"
"547","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","ff561f064e9c8b06f1c6c8532db2538fe77f7aec"
"548","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Acrocalanus","Acrocalanus monachus","073f1a97c014aa752e2ca771dc99a2f86a0e1d45"
"549","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma abdominalis","5e5dc956442a511e1445f53946aa98d1d5d16d44"
"550","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","9995b9cd343c2258d25342be5f62a721b0970c36"
"551","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","d2c57e05b205bb678612119becab766388e5d127"
"552","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus","d773ca34f2a6701b9e5cd3a904bf9fdf3ed9d556"
"553","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","01d3533a3aeb153dc29a07d0dce45b2797a53191"
"554","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Mecynocera","Mecynocera clausi","06727370589ab8a32ded79c049391a33a3b3d2ab"
"555","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Mecynocera","Mecynocera clausi","143a1a368743bfb4333b13e49b0a228c3fcd5b05"
"556","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","2496816a4e4f257528704b34e739c726d44494e1"
"557","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","2882c6e1c17d57b19c7e97bc74c97646f06ec837"
