"","Hash","C1-T7-H9_S1.1","C1-T7-H9_S1.2","C1-T7-H9_S2.1","C1-T7-H9_S2.2","C1-T7-H9_S3.2","C1-T8-H10_S1.2","C1-T8-H10_S2.1","C1-T8-H10_S2.2","C1-T8-H10_S3.2","C2-T8-H18_S1.1","C2-T8-H18_S1.2","C2-T8-H18_S2.1","C2-T8-H18_S2.2","C2-T8-H18_S3.1","C2-T8-H18_S3.2","C2-T9-H19_S2.1","C2-T9-H19_S2.2","C2-T9-H19_S3.2","C3-T6-H25_S1.1","C3-T6-H25_S1.2","C3-T6-H25_S2.1","C3-T6-H25_S2.2","C3-T6-H25_S3.1","C3-T7-H26_S1.1","C3-T7-H26_S1.2","C3-T7-H26_S2.1","C3-T7-H26_S2.2","C3-T7-H26_S3.1","C3-T7-H26_S3.2","CT1-T1-H28_S1.1","CT1-T1-H28_S1.2","CT1-T1-H28_S2.1","CT1-T1-H28_S2.2","CT1-T1-H28_S3.1","CT1-T1-H28_S3.2","CT1-T2-H29_S1.1","CT1-T2-H29_S1.2","CT1-T2-H29_S2.1","CT1-T2-H29_S2.2","CT1-T2-H29_S3.1","CT1-T2-H29_S3.2","CT1-T3-H30_S1.1","CT1-T3-H30_S1.2","CT1-T3-H30_S2.1","CT1-T3-H30_S3.2","CT1-T4-H31_S1.1","CT1-T4-H31_S1.2","CT1-T4-H31_S2.2","CT1-T4-H31_S3.1","CT1-T4-H31_S3.2","CT1-T5-H32_S1.1","CT1-T5-H32_S1.2","CT1-T5-H32_S2.1","CT1-T5-H32_S2.2","CT1-T5-H32_S3.1","CT1-T5-H32_S3.2","CT1-T6-H33_S1.1","CT1-T6-H33_S1.2","CT1-T6-H33_S2.1","CT1-T6-H33_S2.2","CT1-T6-H33_S3.1","CT1-T6-H33_S3.2","CT1-T7-H34_S1.1","CT1-T7-H34_S1.2","CT1-T7-H34_S2.1","CT1-T7-H34_S2.2","CT1-T7-H34_S3.1","CT1-T7-H34_S3.2","CT1-T8-H35_S1.1","CT1-T8-H35_S1.2","CT1-T8-H35_S2.1","CT1-T8-H35_S2.2","CT1-T8-H35_S3.1","CT1-T8-H35_S3.2","CT2-T1-H36_S1.1","CT2-T1-H36_S1.2","CT2-T1-H36_S2.1","CT2-T1-H36_S2.2","CT2-T1-H36_S3.1","CT2-T1-H36_S3.2","CT2-T4-H39_S1.1","CT2-T4-H39_S1.2","CT2-T4-H39_S2.1","CT2-T4-H39_S2.2","CT2-T4-H39_S3.1","CT2-T4-H39_S3.2","CT2-T8-H43_S1.1","CT2-T8-H43_S1.2","CT2-T8-H43_S2.1","CT2-T8-H43_S2.2","CT2-T8-H43_S3.1","CT2-T8-H43_S3.2"
"187","30305359d96310766f4c2fd4fb8385e2c628f86f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188","308e160009b6ecfc2b2addb9dab258a1415ed849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189","31426ac531a8d7b5cd8974498a053954d8000f01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190","3142c46e21d429cce3b1a9dea254f5e04fa6f392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","31c1b196fec0924e75eca3013a5728230c92847a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
"192","325e984651dc24e80313f32feeb3c214b9e1320b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","3286b80ab8f47837a942befb5ad2da6180aeff82",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194","32c7429ef986d3d6e6568889cab2755dd190fdbc",0,96,0,0,40,0,0,12,0,0,3,13,17,0,0,0,0,23,0,1,0,30,0,0,0,0,12,0,0,0,11,0,13,0,1,0,0,68,134,0,0,0,0,17,0,0,0,51,0,0,8,29,185,414,0,0,0,0,30,165,0,0,26,37,2,5,0,0,19,32,0,20,4,19,0,27,214,172,17,405,0,12,0,0,0,0,0,7,4,3,0,0
"195","32de27379d0ddbd1b0647f5483e6894a6f4f88aa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196","3336749f20eb718f7ee8cfa30022b05b865b56b8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2098,5075,0,0,0,141,33,0,0,0,137,0,0,0,0,0,0,188,835,0,0,145,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","333c87998d8d5181101e46fd98e1a1ac39b56c63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198","33b3388aba9216b9aab3709b55cf435e0f08549b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","33c901d46b99523dc22cf1ee8460f1499ce4b7fc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200","33f2049df73abee355aaf102f1c6c31652f4daa5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,0,0,0,0,0,0,0,0,49,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","341d37f9958a54163d7987e0dc5bb17818c5c7d8",0,110,0,0,88,0,0,195,0,0,0,0,77,0,0,0,126,44,0,0,0,0,0,0,0,0,0,0,0,0,27,28,34,0,20,1,0,0,0,0,0,0,0,0,0,0,0,37,0,0,17,37,0,3,0,0,0,2,0,75,0,0,0,59,0,245,0,156,0,14,0,541,0,65,0,86,113,79,0,101,31,439,292,698,576,2928,19,37,0,345,62,962
"202","34b9cca3494c298e2f0996693b157ddd4d9af710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","34d551bddae4c73dc2daa9846dfd97ec84f63095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","35575e116e325762dc8dd4b84658d0f40e9893bc",0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,31,0,0,0,57,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,32,30,64,0,29,0,38,0,61,0,0,0,38,0,0,0,0,55,827,0,0,0,0,0,0
"205","35b8eccada72da13190ddfa8b2116cad0f9fa244",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206","3638e2bc130cd088660c3c1f0dfea71f1801e86e",0,100,0,41,169,0,0,191,225,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,56,165,340,10,10,0,0,44,56,0,0,0,0,0,0,49,0,0,8,21,4,10,0,0,0,1,15,248,0,0,0,0,0,0,0,0,26,33,0,94,32,283,0,100,258,159,0,238,61,499,0,0,0,0,69,113,0,172,0,16
"207","363a7fed6b4ef59f0d3847483c765d95cd1bc297",0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,33,0,0,0,0,87,180,48,103,0,0,0,98,0,0,0,0,47,53,0,108,0,102,0,0,100,320,0,0,0,0,0,88
"208","3648dad23ec2028ba02bd0e3aa7cdb76d00313d7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","365b8b1ba877a79539ced40666fce3301c0ee5bd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","366af7232a4b8783702eddfe226e449933c42834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,83,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","36c73975ed2b34f93237bbbebaab54d512de4b29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212","36cac37aa4a2a73efd6eac3d99e8d10f01673707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","3714029bf9c58aec79de028607736498d94eb4ee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214","376047cd43d578d9b3132625899c40100491ef63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215","3781787492cd43d7d660b5f3688a2e3a416c3d13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","3801a3008840849768879107a7012d957cc233ea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,223,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217","3855bfab8b2afdb2b740530c990e9a2535c5a15b",81,6218,167,3594,1031,2054,167,1428,10,317,2082,1002,4029,0,0,99,253,0,0,188,0,169,0,0,271,23,62,0,0,312,6406,2895,4523,24,55,353,613,211,423,0,0,612,520,160,0,0,143,776,0,0,842,2529,564,1378,0,0,0,322,370,2953,0,0,566,2756,0,95,0,0,2678,4832,170,2188,0,392,342,10339,8265,7383,421,11783,0,45,0,39,0,0,1624,2384,280,1143,0,0
"218","3858704a152c51ee22bbc76d9a6eb9d861f3fd61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","387d4852e3e92fa092e4d58207f93a07a1040fd7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,3732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,50,0,0,0
"220","388725f240f778bbad66a1a652b752a88fd3956a",0,252,0,0,0,47,0,0,0,35,63,0,0,0,0,0,0,0,18,77,0,0,0,107,111,0,0,0,0,9,209,0,0,0,0,30,116,0,0,0,0,97,82,0,0,0,0,0,0,0,24,202,0,0,0,0,42,110,0,5,0,0,0,0,0,0,0,0,34,270,0,0,0,0,115,1532,81,109,0,0,0,0,0,0,0,0,22,30,0,0,0,0
"221","38d309001168b34f61e3818f53560a6166b49fd8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222","3907c0c3540893fea852cf1e2e15ee876e097dc1",0,520,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,805,0,0,0,293,384,0,0,0,0,0,244,156,178,0,0,634,1045,5732,13480,0,0,789,587,11807,0,89,93,0,0,0,33,282,89,272,158,538,0,93,947,6050,0,0,208,266,0,171,465,2045,1698,5625,0,565,240,2607,0,1508,0,230,0,306,263,899,0,717,152,2611,0,0,0,0,0,1047
"223","3913037701e0fe323dc1c75db477b70071d40976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","3927ca831897e9e18106e29a6ac61edc9a037761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225","39e45abcabe51bda4b3058dae9a10b0f6fabd963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226","39ebf9fbd789fa707d9cf447c6a2df11f7812f27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","3a4660f8928b0bba5379764b63c8f98ae30a1d3b",0,636,0,1551,1258,0,0,345,207,0,0,0,341,0,12,0,0,0,115,1764,352,2285,18,645,1429,59,161,0,0,0,1653,633,925,162,392,1743,2747,2025,4172,357,860,2273,2378,146,0,0,220,739,0,0,176,606,194,546,396,609,0,202,176,1433,0,0,0,0,0,0,0,0,519,893,0,57,110,892,0,819,1202,1073,0,1526,14,62,0,0,0,0,954,1560,0,55,0,0
"228","3a7c698a38f760bccb4381b3ff98dec1468bda94",0,142,0,0,0,108,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,76,0,0,0,0,36,37,0,0,0,0,32,13,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,135,0,0,0,0,0,220,63,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229","3ad33a2da0f78fb1e3d2c53c3c7850bdd87292ce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230","3aec7fb27586ce5dbe340c95348bb34e238f9e87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231","3b46a0689c4dc296a5046eb3cfb003a0ca04e7fe",0,184,0,0,86,0,0,12,13,0,0,0,22,0,19,3,0,0,0,0,0,73,0,0,0,0,50,0,0,0,0,18,0,0,0,0,0,103,254,0,0,0,0,0,0,0,0,104,0,0,15,51,399,959,36,47,0,0,0,227,0,0,0,73,0,0,0,0,39,54,0,6,0,31,0,55,459,267,20,614,0,51,0,0,0,0,9,0,0,0,0,0
"232","3b4deef68ab606924924048c116ef0c7c34ec1f4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233","3b52f96264e1d61349b69a32936e9c7ccd11d755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234","3b7b32265db45b7b061ff012feb4e9c3a4af9cce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235","3be2a4a9175f98930c7d1ff4b5ab995689b0ab4c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0
"236","3be2bdec6ff893aef4e922c29ce9b4a2437c5a0c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237","3c32d58513825484c47705b7d424175ab81ca09e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,122,0,61,0,0,0,156,361,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238","3d78f3c78298f0868704af83dfd84b211d19cf7e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239","3d7ed47bb6351975fdf086c260c0d94b022235e0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240","3ebe763dad94716c53b6402a986142c429796f35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,0,14,14,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241","3ed75aad6bc85c1aa0b5dfd854c771b590d5cd01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242","3f1b93f7f87c4a7bfc98e04c6c6521217706b283",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243","3f42e5232e8b6a4552895a81fc2e6c42712289cc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,190,320,0,0,0,0,0,27,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244","3f4f65c3105a7bd95dcbce97908edb45fc4118d1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
