"","size_fraction","sample_id","object_annotation_category","dryweight_C_mg_sum_taxa","dryweight_C_ug_sum_taxa","dryweight_C_mg_sum_sample","dryweight_C_ug_sum_sample","sample_conc","sample_tot_vol","acq_sub_part","potemp2","density2","oxy_sat","Sal2","NO2","nitracline_depth","NO3","fluorescence","hypoxia_depth","chl_max_depth","PO4","SIL","NH4","beam_depth","chl_max","mixedlayerdepths","intergrated_chl","day_night_0_1","distance_from_shore","PAR_1_depth_adj","cycle.x","Sample_ID_short","PC1","Longitude","Latitude","log10_dryweight_C_ug_m2_taxa","dryweight_C_mg_m2_taxa","log10_dryweight_C_ug_m2_sample","dryweight_C_mg_m2_sample","biomass_prop_taxa","biomass_taxa_clr","Sample_ID.x","Sample_ID.y","offshore_onshore","taxa_join","Family","Sample_ID","n_reads_raw","biomass_mg_m2","size_fraction_numeric","cycle.y","n_reads_pcr","p.2.5","p.97.5","size_fraction.y.y"
"101","0.2-1","ct1_t1_h28","Calanoida",3.03676015539546,3036.76015539546,11.5627315250861,11562.7315250861,1.5420486639693,279,77.0947229551451,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,8.01854648774058,4.68283194042277,9.35554240541143,17.8302947000946,0.262633457224793,6.23473542950632,"ct1_t1_h28","CT1-T1-H28","offshore","Calanoida","Metridinidae","CT1-T1-H28",0.889779013875873,389.992831541219,0.5,"T1",0.661271207774978,0.00170406330655863,0.539471010086187,"0.2-1"
"102","0.2-1","ct1_t1_h28","Calanoida",3.03676015539546,3036.76015539546,11.5627315250861,11562.7315250861,1.5420486639693,279,77.0947229551451,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,8.01854648774058,4.68283194042277,9.35554240541143,17.8302947000946,0.262633457224793,6.23473542950632,"ct1_t1_h28","CT1-T1-H28","offshore","Calanoida","Paracalanidae","CT1-T1-H28",0.00922035128026845,389.992831541219,0.5,"T1",0.661271207774978,0.00170406330655863,0.539471010086187,"0.2-1"
"103","0.2-1","ct1_t1_h28","Calanoida",3.03676015539546,3036.76015539546,11.5627315250861,11562.7315250861,1.5420486639693,279,77.0947229551451,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,8.01854648774058,4.68283194042277,9.35554240541143,17.8302947000946,0.262633457224793,6.23473542950632,"ct1_t1_h28","CT1-T1-H28","offshore","Calanoida","Rhincalanidae","CT1-T1-H28",0.000652118521461609,389.992831541219,0.5,"T1",0.661271207774978,0.00170406330655863,0.539471010086187,"0.2-1"
"104","0.2-1","ct1_t1_h28","Calanoida",3.03676015539546,3036.76015539546,11.5627315250861,11562.7315250861,1.5420486639693,279,77.0947229551451,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,8.01854648774058,4.68283194042277,9.35554240541143,17.8302947000946,0.262633457224793,6.23473542950632,"ct1_t1_h28","CT1-T1-H28","offshore","Calanoida","unidentified Calanoida","CT1-T1-H28",0.0087712100469439,389.992831541219,0.5,"T1",0.661271207774978,0.00170406330655863,0.539471010086187,"0.2-1"
"105","0.2-1","ct1_t1_h28","Chaetognatha",0.565562402476866,565.562402476866,11.5627315250861,11562.7315250861,1.99885157055031,279,99.9325842696629,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,6.33782063867569,1.13047529643509,9.35554240541143,23.1121840687699,0.048912525664878,4.81347725805465,"ct1_t1_h28","CT1-T1-H28","offshore","other","other","CT1-T1-H28",0.00834366214214456,389.992831541219,0.5,"T1",0.661271207774978,0.00170406330655863,0.539471010086187,"0.2-1"
"106","0.2-1","ct1_t1_h28","Copepoda<Maxillopoda",0.750520512856063,750.520512856063,11.5627315250861,11562.7315250861,1.42847867995195,279,71.4167916041979,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,6.62076698295325,1.07210255148149,9.35554240541143,16.5171154655938,0.0649085824770525,4.76046130084367,"ct1_t1_h28","CT1-T1-H28","offshore","other","other","CT1-T1-H28",0.00834366214214456,389.992831541219,0.5,"T1",0.661271207774978,0.00170406330655863,0.539471010086187,"0.2-1"
"107","0.2-1","ct1_t1_h28","Eucalanidae",0.0221782985338733,22.1782985338733,11.5627315250861,11562.7315250861,1.22345567890122,279,61.1666666666667,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,3.09911426725174,0.027134165289634,9.35554240541143,14.1464895479767,0.00191808470911533,1.08423708949566,"ct1_t1_h28","CT1-T1-H28","offshore","Eucalanidae","Eucalanidae","CT1-T1-H28",4.31866570504377e-05,389.992831541219,0.5,"T1",0.661271207774978,0.00170406330655863,0.539471010086187,"0.2-1"
"108","0.2-1","ct1_t1_h28","Eumalacostraca",4.10750697479211,4107.50697479211,11.5627315250861,11562.7315250861,1.64683134980165,279,82.3333333333333,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,8.32057154797258,6.76437125561656,9.35554240541143,19.0418687648515,0.355236733282324,6.60250104650811,"ct1_t1_h28","CT1-T1-H28","offshore","other","other","CT1-T1-H28",0.00834366214214456,389.992831541219,0.5,"T1",0.661271207774978,0.00170406330655863,0.539471010086187,"0.2-1"
"109","0.2-1","ct1_t1_h28","Euphausiacea",0.00364898282461979,3.64898282461979,11.5627315250861,11562.7315250861,2.07020702070207,279,103.5,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,1.29444845057006,0.00755414986194915,9.35554240541143,23.9372479817263,0.00031558138461514,-0.193505064203156,"ct1_t1_h28","CT1-T1-H28","offshore","Euphausiacea","Euphausiidae","CT1-T1-H28",0.00323899927878283,389.992831541219,0.5,"T1",0.661271207774978,0.00170406330655863,0.539471010086187,"0.2-1"
"110","0.2-1","ct1_t1_h28","Harpacticoida",0.0246823000839653,24.6823000839653,11.5627315250861,11562.7315250861,1.08233045526775,279,54.1111111111111,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,3.20608639096556,0.0267144050869333,9.35554240541143,12.5146964756851,0.00213464266902812,1.06865216878885,"ct1_t1_h28","CT1-T1-H28","offshore","other","other","CT1-T1-H28",0.00834366214214456,389.992831541219,0.5,"T1",0.661271207774978,0.00170406330655863,0.539471010086187,"0.2-1"
"111","0.2-1","ct1_t1_h28","Hydrozoa",0.24598415930184,245.98415930184,11.5627315250861,11562.7315250861,0.8000800080008,279,40,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,5.50526714077709,0.196807008142286,9.35554240541143,9.25111033110195,0.0212738796856229,3.06534937704166,"ct1_t1_h28","CT1-T1-H28","offshore","other","other","CT1-T1-H28",0.00834366214214456,389.992831541219,0.5,"T1",0.661271207774978,0.00170406330655863,0.539471010086187,"0.2-1"
"112","0.2-1","ct1_t1_h28","Oikopleuridae",0.197274677466049,197.274677466049,11.5627315250861,11562.7315250861,1.48806547321399,279,74.3958333333333,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,5.28459705945987,0.293557636276653,9.35554240541143,17.2061015585235,0.0170612520958434,3.46518303266973,"ct1_t1_h28","CT1-T1-H28","offshore","other","other","CT1-T1-H28",0.00834366214214456,389.992831541219,0.5,"T1",0.661271207774978,0.00170406330655863,0.539471010086187,"0.2-1"
"113","0.2-1","ct1_t1_h28","Oithonidae",1.58849116378924,1588.49116378924,11.5627315250861,11562.7315250861,1.31924202978367,279,65.9555052790347,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,7.37053989108109,2.09560430721074,9.35554240541143,15.2540414069982,0.137380268697142,5.43067698744357,"ct1_t1_h28","CT1-T1-H28","offshore","Oithonidae","Oithonidae","CT1-T1-H28",0.00192180623874448,389.992831541219,0.5,"T1",0.661271207774978,0.00170406330655863,0.539471010086187,"0.2-1"
"114","0.2-1","ct1_t1_h28","Ostracoda",0.527767748449019,527.767748449019,11.5627315250861,11562.7315250861,1.55978214643894,279,77.981308411215,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,6.26865631657321,0.823202711497059,9.35554240541143,18.035342196896,0.0456438642810304,4.4962895986371,"ct1_t1_h28","CT1-T1-H28","offshore","other","other","CT1-T1-H28",0.00834366214214456,389.992831541219,0.5,"T1",0.661271207774978,0.00170406330655863,0.539471010086187,"0.2-1"
"115","0.2-1","ct1_t1_h28","Poecilostomatoida",0.375257592764245,375.257592764245,11.5627315250861,11562.7315250861,1.34442015630134,279,67.2142857142857,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,5.92761270419093,0.504503871517372,9.35554240541143,15.5451693242267,0.032454060872217,4.00667030766081,"ct1_t1_h28","CT1-T1-H28","offshore","other","other","CT1-T1-H28",0.00834366214214456,389.992831541219,0.5,"T1",0.661271207774978,0.00170406330655863,0.539471010086187,"0.2-1"
"116","0.2-1","ct1_t1_h28","Polychaeta",0.00655034443980191,6.55034443980191,11.5627315250861,11562.7315250861,0.8000800080008,279,40,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,1.87951763449385,0.00524079963180471,9.35554240541143,9.25111033110195,0.000566504932298267,-0.558544651504069,"ct1_t1_h28","CT1-T1-H28","offshore","other","other","CT1-T1-H28",0.00834366214214456,389.992831541219,0.5,"T1",0.661271207774978,0.00170406330655863,0.539471010086187,"0.2-1"
"117","0.2-1","ct1_t1_h28","Pteropoda",0.103621903815894,103.621903815894,11.5627315250861,11562.7315250861,1.13878054472114,279,56.9333333333333,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,4.64074873427223,0.118002608072505,9.35554240541143,13.1674137046018,0.00896171493656836,2.55386643950046,"ct1_t1_h28","CT1-T1-H28","offshore","other","other","CT1-T1-H28",0.00834366214214456,389.992831541219,0.5,"T1",0.661271207774978,0.00170406330655863,0.539471010086187,"0.2-1"
"118","0.2-1","ct1_t1_h28","Salpida",0.00692430809701238,6.92430809701239,11.5627315250861,11562.7315250861,3.34033403340334,279,167,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,1.93503813329286,0.0231295019942208,9.35554240541143,38.6233856323506,0.000598847087471475,0.924616172779307,"ct1_t1_h28","CT1-T1-H28","offshore","Salpida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","0.2-1","ct1_t2_h29","Amphipoda",0,0,8.23859517119647,8238.59517119647,1.6001600160016,278,80,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,-Inf,0,9.01658511943616,13.1830705809724,0,-6.69464971459701,"ct1_t2_h29","CT1-T2-H29","offshore","other","other","CT1-T2-H29",0.0063879541436149,219.36690647482,0.5,"T1",0.571070305499771,8.27450326813432e-05,0.486078236891587,"0.2-1"
"120","0.2-1","ct1_t2_h29","Calanoida",1.18188272604406,1181.88272604406,8.23859517119647,8238.59517119647,2.45507810414649,278,122.741629816804,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,7.07486397649897,2.90161440237973,9.01658511943616,20.2263946137314,0.143456827466911,5.88354646929812,"ct1_t2_h29","CT1-T2-H29","offshore","Calanoida","Calanidae","CT1-T2-H29",0.0149839893751375,219.36690647482,0.5,"T1",0.571070305499771,8.27450326813432e-05,0.486078236891587,"0.2-1"
"121","0.2-1","ct1_t2_h29","Calanoida",1.18188272604406,1181.88272604406,8.23859517119647,8238.59517119647,2.45507810414649,278,122.741629816804,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,7.07486397649897,2.90161440237973,9.01658511943616,20.2263946137314,0.143456827466911,5.88354646929812,"ct1_t2_h29","CT1-T2-H29","offshore","Calanoida","Clausocalanidae","CT1-T2-H29",0.205090808353228,219.36690647482,0.5,"T1",0.571070305499771,8.27450326813432e-05,0.486078236891587,"0.2-1"
"122","0.2-1","ct1_t2_h29","Calanoida",1.18188272604406,1181.88272604406,8.23859517119647,8238.59517119647,2.45507810414649,278,122.741629816804,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,7.07486397649897,2.90161440237973,9.01658511943616,20.2263946137314,0.143456827466911,5.88354646929812,"ct1_t2_h29","CT1-T2-H29","offshore","Calanoida","Metridinidae","CT1-T2-H29",0.720013688473165,219.36690647482,0.5,"T1",0.571070305499771,8.27450326813432e-05,0.486078236891587,"0.2-1"
"123","0.2-1","ct1_t2_h29","Calanoida",1.18188272604406,1181.88272604406,8.23859517119647,8238.59517119647,2.45507810414649,278,122.741629816804,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,7.07486397649897,2.90161440237973,9.01658511943616,20.2263946137314,0.143456827466911,5.88354646929812,"ct1_t2_h29","CT1-T2-H29","offshore","Calanoida","Paracalanidae","CT1-T2-H29",0.0100708052570255,219.36690647482,0.5,"T1",0.571070305499771,8.27450326813432e-05,0.486078236891587,"0.2-1"
"124","0.2-1","ct1_t2_h29","Calanoida",1.18188272604406,1181.88272604406,8.23859517119647,8238.59517119647,2.45507810414649,278,122.741629816804,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,7.07486397649897,2.90161440237973,9.01658511943616,20.2263946137314,0.143456827466911,5.88354646929812,"ct1_t2_h29","CT1-T2-H29","offshore","Calanoida","Rhincalanidae","CT1-T2-H29",4.07395034669317e-05,219.36690647482,0.5,"T1",0.571070305499771,8.27450326813432e-05,0.486078236891587,"0.2-1"
"125","0.2-1","ct1_t2_h29","Calanoida",1.18188272604406,1181.88272604406,8.23859517119647,8238.59517119647,2.45507810414649,278,122.741629816804,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,7.07486397649897,2.90161440237973,9.01658511943616,20.2263946137314,0.143456827466911,5.88354646929812,"ct1_t2_h29","CT1-T2-H29","offshore","Calanoida","unidentified Calanoida","CT1-T2-H29",0.0240933423503434,219.36690647482,0.5,"T1",0.571070305499771,8.27450326813432e-05,0.486078236891587,"0.2-1"
"126","0.2-1","ct1_t2_h29","Chaetognatha",0.163655043791607,163.655043791607,8.23859517119647,8238.59517119647,2.84418685771016,278,142.19512195122,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,5.09776082107479,0.465465524750069,9.01658511943616,23.4321041119114,0.0198644356702673,4.05357998831574,"ct1_t2_h29","CT1-T2-H29","offshore","other","other","CT1-T2-H29",0.0063879541436149,219.36690647482,0.5,"T1",0.571070305499771,8.27450326813432e-05,0.486078236891587,"0.2-1"
"127","0.2-1","ct1_t2_h29","Copepoda<Maxillopoda",0.353237481843232,353.237481843232,8.23859517119647,8238.59517119647,2.33773377337734,278,116.875,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,5.86714058383335,0.825775191327688,9.01658511943616,19.2596421768894,0.0428759363098955,4.62685515216555,"ct1_t2_h29","CT1-T2-H29","offshore","other","other","CT1-T2-H29",0.0063879541436149,219.36690647482,0.5,"T1",0.571070305499771,8.27450326813432e-05,0.486078236891587,"0.2-1"
"128","0.2-1","ct1_t2_h29","Doliolida",0.00362961853285785,3.62961853285785,8.23859517119647,8238.59517119647,1.6001600160016,278,80,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,1.28912755538771,0.00580797044961752,9.01658511943616,13.1830705809724,0.000440562797107402,-0.328528047679522,"ct1_t2_h29","CT1-T2-H29","offshore","other","other","CT1-T2-H29",0.0063879541436149,219.36690647482,0.5,"T1",0.571070305499771,8.27450326813432e-05,0.486078236891587,"0.2-1"
"129","0.2-1","ct1_t2_h29","Eucalanidae",0.0161154249181606,16.1154249181606,8.23859517119647,8238.59517119647,2.35579113466902,278,117.777777777778,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,2.77977688278577,0.0379645751536269,9.01658511943616,19.4084094664317,0.00195608894274874,1.54743733228241,"ct1_t2_h29","CT1-T2-H29","offshore","Eucalanidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","0.2-1","ct1_t2_h29","Eumalacostraca",5.41221929279584,5412.21929279584,8.23859517119647,8238.59517119647,2.35579113466902,278,117.777777777778,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,8.59641450820293,12.7500582288531,9.01658511943616,19.4084094664317,0.656934729809019,7.36381237324593,"ct1_t2_h29","CT1-T2-H29","offshore","other","other","CT1-T2-H29",0.0063879541436149,219.36690647482,0.5,"T1",0.571070305499771,8.27450326813432e-05,0.486078236891587,"0.2-1"
"131","0.2-1","ct1_t2_h29","Euphausiacea",0.00499210378410874,4.99210378410874,8.23859517119647,8238.59517119647,2.45024502450245,278,122.5,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,1.6078574209369,0.0122318774588123,9.01658511943616,20.1865768271141,0.000605941144136076,0.415383123870518,"ct1_t2_h29","CT1-T2-H29","offshore","Euphausiacea","Euphausiidae","CT1-T2-H29",0.0172816973706724,219.36690647482,0.5,"T1",0.571070305499771,8.27450326813432e-05,0.486078236891587,"0.2-1"
"132","0.2-1","ct1_t2_h29","Harpacticoida",0.00108618055284688,1.08618055284688,8.23859517119647,8238.59517119647,3.3003300330033,278,165,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,0.0826674626163902,0.0035847542998247,9.01658511943616,27.1900830732557,0.000131840505605173,-0.810003884743804,"ct1_t2_h29","CT1-T2-H29","offshore","other","other","CT1-T2-H29",0.0063879541436149,219.36690647482,0.5,"T1",0.571070305499771,8.27450326813432e-05,0.486078236891587,"0.2-1"
"133","0.2-1","ct1_t2_h29","Hydrozoa",0.0366064684603721,36.6064684603721,8.23859517119647,8238.59517119647,1.6001600160016,278,80,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,3.60022495868168,0.0585762071573111,9.01658511943616,13.1830705809724,0.00444329011193007,1.9810197675274,"ct1_t2_h29","CT1-T2-H29","offshore","other","other","CT1-T2-H29",0.0063879541436149,219.36690647482,0.5,"T1",0.571070305499771,8.27450326813432e-05,0.486078236891587,"0.2-1"
"134","0.2-1","ct1_t2_h29","Oikopleuridae",0.247410386017381,247.410386017381,8.23859517119647,8238.59517119647,2.31313453926038,278,115.645161290323,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,5.5110484397457,0.572293509268546,9.01658511943616,19.0569790454783,0.0300306521774937,4.26018993265619,"ct1_t2_h29","CT1-T2-H29","offshore","other","other","CT1-T2-H29",0.0063879541436149,219.36690647482,0.5,"T1",0.571070305499771,8.27450326813432e-05,0.486078236891587,"0.2-1"
"135","0.2-1","ct1_t2_h29","Oithonidae",0.5358755043855,535.8755043855,8.23859517119647,8238.59517119647,2.34720441741144,278,117.348484848485,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,6.28390186615493,1.25780935107623,9.01658511943616,19.3376669790969,0.0650445243697629,5.04765529824159,"ct1_t2_h29","CT1-T2-H29","offshore","Oithonidae","Oithonidae","CT1-T2-H29",0.00203697517334659,219.36690647482,0.5,"T1",0.571070305499771,8.27450326813432e-05,0.486078236891587,"0.2-1"
"136","0.2-1","ct1_t2_h29","Ostracoda",0.160470488552771,160.470488552771,8.23859517119647,8238.59517119647,2.42726975400243,278,121.351351351351,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,5.0781100537182,0.389505163274134,9.01658511943616,19.9972928745156,0.0194778946189519,3.8754232660446,"ct1_t2_h29","CT1-T2-H29","offshore","other","other","CT1-T2-H29",0.0063879541436149,219.36690647482,0.5,"T1",0.571070305499771,8.27450326813432e-05,0.486078236891587,"0.2-1"
"137","0.2-1","ct1_t2_h29","Poecilostomatoida",0.11521901011157,115.21901011157,8.23859517119647,8238.59517119647,2.36305681850236,278,118.141025641026,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,4.74683475297736,0.272269067465238,9.01658511943616,19.4682684941765,0.0139852739110662,3.51734799505398,"ct1_t2_h29","CT1-T2-H29","offshore","other","other","CT1-T2-H29",0.0063879541436149,219.36690647482,0.5,"T1",0.571070305499771,8.27450326813432e-05,0.486078236891587,"0.2-1"
"138","0.2-1","ct1_t2_h29","Polychaeta",0.00466069973171202,4.66069973171202,8.23859517119647,8238.59517119647,1.6001600160016,278,80,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,1.53916559388486,0.00745786535727496,9.01658511943616,13.1830705809724,0.000565715347685321,-0.0788703323802772,"ct1_t2_h29","CT1-T2-H29","offshore","other","other","CT1-T2-H29",0.0063879541436149,219.36690647482,0.5,"T1",0.571070305499771,8.27450326813432e-05,0.486078236891587,"0.2-1"
