"","size_fraction","sample_id","object_annotation_category","dryweight_C_mg_sum_taxa","dryweight_C_ug_sum_taxa","dryweight_C_mg_sum_sample","dryweight_C_ug_sum_sample","sample_conc","sample_tot_vol","acq_sub_part","potemp2","density2","oxy_sat","Sal2","NO2","nitracline_depth","NO3","fluorescence","hypoxia_depth","chl_max_depth","PO4","SIL","NH4","beam_depth","chl_max","mixedlayerdepths","intergrated_chl","day_night_0_1","distance_from_shore","PAR_1_depth_adj","max_size","cycle","Sample_ID_short","PC1","Longitude","Latitude","log10_dryweight_C_ug_m2_taxa","dryweight_C_mg_m2_taxa","log10_dryweight_C_ug_m2_sample","dryweight_C_mg_m2_sample","biomass_prop_taxa","biomass_taxa_clr"
"145","0.5-1","c2_t8_h18","Eucalanidae",0.00944542301831945,9.44542301831945,3.61804151946697,3618.04151946697,165.948844884488,303,250,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,0.5,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,2.24553028749098,1.56745703933547,8.19368814169563,600.409810899663,0.00261064528074045,4.87930639572521
"146","0.5-1","c2_t8_h18","Eumalacostraca",0.0616556465924107,61.6556465924107,3.61804151946697,3618.04151946697,6.63795379537954,303,10,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,0.5,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,4.12156481653392,0.409267333304672,8.19368814169563,24.0163924359865,0.0170411661283241,3.53648315376871
"147","0.5-1","c2_t8_h18","Euphausiacea",0.000154391391108896,0.154391391108896,3.61804151946697,3618.04151946697,132.759075907591,303,200,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,0.5,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,-1.86826440001268,0.0204968584117044,8.19368814169563,480.327848719731,4.26726421679211e-05,0.542849537837658
"148","0.5-1","c2_t8_h18","Harpacticoida",0.00767985728250982,7.67985728250982,3.61804151946697,3618.04151946697,86.293399339934,303,130,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,0.5,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,2.03860096398038,0.66272099135332,8.19368814169563,312.213101667825,0.00212265592895718,4.01845931426053
"149","0.5-1","c2_t8_h18","Hydrozoa",0.0474129380623109,47.4129380623109,3.61804151946697,3618.04151946697,26.5518151815181,303,40,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,0.5,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,3.85889514635669,1.25889956864324,8.19368814169563,96.0655697439461,0.0131045865027265,4.66009135451664
"150","0.5-1","c2_t8_h18","Oithonidae",0.0479280574891549,47.9280574891549,3.61804151946697,3618.04151946697,113.235682391769,303,170.588235294118,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,0.5,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,3.86970108427087,5.42716629549637,8.19368814169563,409.691400378594,0.0132469617143078,6.12126440940187
"151","0.5-1","c2_t8_h18","Ostracoda",0.0353039233826791,35.3039233826791,3.61804151946697,3618.04151946697,10.6207260726073,303,16,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,0.5,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,3.56399410174846,0.374953299535749,8.19368814169563,38.4262278975784,0.00975774412557881,3.44891830425276
"152","0.5-1","c2_t8_h18","Poecilostomatoida",0.222540749300739,222.540749300739,3.61804151946697,3618.04151946697,89.4680728942459,303,134.782608695652,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,0.5,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,5.40511022776235,19.9102919803786,8.19368814169563,323.699202398079,0.0615086223039046,7.42108271519126
"153","0.5-1","c2_t8_h18","Polychaeta",0.0166702769520576,16.6702769520576,3.61804151946697,3618.04151946697,26.5518151815181,303,40,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,0.5,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,2.81362731042539,0.442626112655754,8.19368814169563,96.0655697439461,0.00460754163885701,3.61483816734748
"154","0.5-1","c2_t9_h19","Amphipoda",0,0,1.80445723814285,1804.45723814285,344.84126984127,252,400,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,0.5,"2","C2-T9-H19",2.811058313,-123.226,36.46062,-Inf,0,7.49801512645811,622.251325375452,0,-8.06265532310404
"155","0.5-1","c2_t9_h19","Calanoida",1.42617818708488,1426.17818708488,1.80445723814285,1804.45723814285,332.880244051644,252,386.125760649087,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,0.5,"2","C2-T9-H19",2.811058313,-123.226,36.46062,7.26275354904791,474.746542977946,7.49801512645811,600.668165813748,0.790364081197459,9.61305123082226
"156","0.5-1","c2_t9_h19","Copepoda<Maxillopoda",0.178967300220513,178.967300220513,1.80445723814285,1804.45723814285,332.2413003663,252,385.384615384615,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,0.5,"2","C2-T9-H19",2.811058313,-123.226,36.46062,5.18720310882034,59.4603285483092,7.49801512645811,599.515219255964,0.0991806823888527,7.53557965313519
"157","0.5-1","c2_t9_h19","Eucalanidae",0.0547077242071163,54.7077242071163,1.80445723814285,1804.45723814285,344.84126984127,252,400,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,0.5,"2","C2-T9-H19",2.811058313,-123.226,36.46062,4.00200490982645,18.865481085708,7.49801512645811,622.251325375452,0.0303181051070079,6.38760452652106
"158","0.5-1","c2_t9_h19","Eumalacostraca",0.0691363876640886,69.1363876640886,1.80445723814285,1804.45723814285,344.84126984127,252,400,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,0.5,"2","C2-T9-H19",2.811058313,-123.226,36.46062,4.23608118644198,23.8410797143226,7.49801512645811,622.251325375452,0.0383142289008986,6.62168069251209
"159","0.5-1","c2_t9_h19","Harpacticoida",0.00167958311075214,1.67958311075214,1.80445723814285,1804.45723814285,344.84126984127,252,400,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,0.5,"2","C2-T9-H19",2.811058313,-123.226,36.46062,0.518545614259445,0.579189572715717,7.49801512645811,622.251325375452,0.000930796848630651,2.90416196624071
"160","0.5-1","c2_t9_h19","Oithonidae",0.0186653069158021,18.6653069158021,1.80445723814285,1804.45723814285,344.84126984127,252,400,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,0.5,"2","C2-T9-H19",2.811058313,-123.226,36.46062,2.92666655561749,6.43656813882224,7.49801512645811,622.251325375452,0.0103440006896547,5.31226719586534
"161","0.5-1","c2_t9_h19","Ostracoda",0.00800043398351999,8.00043398351999,1.80445723814285,1804.45723814285,181.041666666667,252,210,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,0.5,"2","C2-T9-H19",2.811058313,-123.226,36.46062,2.07949578814847,1.4484119024331,7.49801512645811,326.681945822112,0.00443370660961411,3.82074476247362
"162","0.5-1","c2_t9_h19","Poecilostomatoida",0.0471223149561799,47.1223149561799,1.80445723814285,1804.45723814285,325.570728291317,252,377.647058823529,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,0.5,"2","C2-T9-H19",2.811058313,-123.226,36.46062,3.85274666708773,15.3416463990563,7.49801512645811,587.478457192706,0.0261143982578818,6.18084191105396
"163","0.5-1","c3_t6_h25","Amphipoda",0,0,2.95504179932788,2955.04179932788,60.6105502532474,290.23,100,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,-Inf,0,7.99126807502878,179.106709478609,0,-7.40225616095005
"164","0.5-1","c3_t6_h25","Calanoida",1.40988786127938,1409.88786127938,2.95504179932788,2955.04179932788,52.7028838688557,290.23,86.953316953317,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,7.25126544920193,74.3051562211166,7.99126807502878,155.739224777592,0.477112662704148,8.4188497852394
"165","0.5-1","c3_t6_h25","Copepoda<Maxillopoda",0.803806024506477,803.806024506477,2.95504179932788,2955.04179932788,48.3101738783237,290.23,79.7058823529412,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,6.68935797701871,38.832008808352,7.99126807502878,142.758583143245,0.272011727444702,7.76991443735619
"166","0.5-1","c3_t6_h25","Eucalanidae",0.0418104310923109,41.8104310923109,2.95504179932788,2955.04179932788,55.6515052325272,290.23,91.8181818181818,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,3.73314585606181,2.32681342470796,7.99126807502878,164.452524157632,0.0141488459154184,4.95517330437311
"167","0.5-1","c3_t6_h25","Eumalacostraca",0.190922778875295,190.922778875295,2.95504179932788,2955.04179932788,42.4273851772732,290.23,70,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,5.2518690472135,8.10035427845751,7.99126807502878,125.374696635027,0.0646091635383026,6.20257833733641
"168","0.5-1","c3_t6_h25","Harpacticoida",0.0124136504346448,12.4136504346448,2.95504179932788,2955.04179932788,60.6105502532474,290.23,100,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,2.51879670863291,0.752398183495285,7.99126807502878,179.106709478609,0.00420083751013885,3.82619299892795
"169","0.5-1","c3_t6_h25","Oithonidae",0.0880440222035035,88.0440222035035,2.95504179932788,2955.04179932788,56.4144352357149,290.23,93.0769230769231,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,4.47783694170627,4.96695378849139,7.99126807502878,166.707014207013,0.0297945099198018,5.71347804970034
"170","0.5-1","c3_t6_h25","Ostracoda",0.222531584977846,222.531584977846,2.95504179932788,2955.04179932788,45.7334151910867,290.23,75.4545454545455,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,5.40506904648825,10.1771293689224,7.99126807502878,135.144153515678,0.0753057317255072,6.4308132706358
"171","0.5-1","c3_t6_h25","Poecilostomatoida",0.0763234149585916,76.3234149585916,2.95504179932788,2955.04179932788,42.4273851772732,290.23,70,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,4.33497977140356,3.23820292449302,7.99126807502878,125.374696635027,0.0258282014744939,5.28569091514115
"172","0.5-1","c3_t6_h25","Polychaeta",0.0526440959783646,52.6440959783646,2.95504179932788,2955.04179932788,60.6105502532474,290.23,100,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,3.96355409512908,3.19078762483345,7.99126807502878,179.106709478609,0.0178150089079411,5.2709402286951
"173","0.5-1","c3_t6_h25","Salpida",0.0566579350214675,56.6579350214675,2.95504179932788,2955.04179932788,60.6105502532474,290.23,100,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,4.03703204865294,3.43406861786388,7.99126807502878,179.106709478609,0.0191733108595466,5.34441796019493
"174","0.5-1","c3_t7_h26","Amphipoda",0,0,2.72553370282177,2725.53370282177,76.8879371877231,280.2,100,18.9034875,23.2842875,72.4185,32.6949375,0.0215,109.923,-0.061,0.03025,361.5635,105.2116667,0.3,1.2055,-0.0135,22.834,0.657333333,34.44530282,0.053271,1,772.3906546,103,0.5,"3","C3-T7-H26",-4.437854817,-130.4595,34.52752,-Inf,0,7.91041954216693,209.560664145583,0,-7.20107463768796
"175","0.5-1","c3_t7_h26","Calanoida",1.51387383100473,1513.87383100473,2.72553370282177,2725.53370282177,74.0046395431834,280.2,96.25,18.9034875,23.2842875,72.4185,32.6949375,0.0215,109.923,-0.061,0.03025,361.5635,105.2116667,0.3,1.2055,-0.0135,22.834,0.657333333,34.44530282,0.053271,1,772.3906546,103,0.5,"3","C3-T7-H26",-4.437854817,-130.4595,34.52752,7.32242709565347,112.033687177363,7.91041954216693,201.702139240123,0.555441244200137,9.0306505209808
"176","0.5-1","c3_t7_h26","Copepoda<Maxillopoda",0.868386795550499,868.386795550499,2.72553370282177,2725.53370282177,75.6522381972061,280.2,98.3928571428571,18.9034875,23.2842875,72.4185,32.6949375,0.0215,109.923,-0.061,0.03025,361.5635,105.2116667,0.3,1.2055,-0.0135,22.834,0.657333333,34.44530282,0.053271,1,772.3906546,103,0.5,"3","C3-T7-H26",-4.437854817,-130.4595,34.52752,6.76663723239625,65.6954047042948,7.91041954216693,206.192724900386,0.318611651967998,8.49687995892627
"177","0.5-1","c3_t7_h26","Eucalanidae",0.0324238763205587,32.4238763205587,2.72553370282177,2725.53370282177,69.968022840828,280.2,91,18.9034875,23.2842875,72.4185,32.6949375,0.0215,109.923,-0.061,0.03025,361.5635,105.2116667,0.3,1.2055,-0.0135,22.834,0.657333333,34.44530282,0.053271,1,772.3906546,103,0.5,"3","C3-T7-H26",-4.437854817,-130.4595,34.52752,3.47889507487754,2.26863451898503,7.91041954216693,190.70020437248,0.0118963402606212,5.13103335222311
"178","0.5-1","c3_t7_h26","Eumalacostraca",0.0536594022974628,53.6594022974628,2.72553370282177,2725.53370282177,76.8879371877231,280.2,100,18.9034875,23.2842875,72.4185,32.6949375,0.0215,109.923,-0.061,0.03025,361.5635,105.2116667,0.3,1.2055,-0.0135,22.834,0.657333333,34.44530282,0.053271,1,772.3906546,103,0.5,"3","C3-T7-H26",-4.437854817,-130.4595,34.52752,3.9826567062374,4.12576075337808,7.91041954216693,209.560664145583,0.0196876678655299,5.72910367891854
"179","0.5-1","c3_t7_h26","Oithonidae",0.0607234826757591,60.7234826757591,2.72553370282177,2725.53370282177,76.8879371877231,280.2,100,18.9034875,23.2842875,72.4185,32.6949375,0.0215,109.923,-0.061,0.03025,361.5635,105.2116667,0.3,1.2055,-0.0135,22.834,0.657333333,34.44530282,0.053271,1,772.3906546,103,0.5,"3","C3-T7-H26",-4.437854817,-130.4595,34.52752,4.10633048776271,4.66890332179356,7.91041954216693,209.560664145583,0.0222794833220707,5.85277717847968
"180","0.5-1","c3_t7_h26","Ostracoda",0.148487623145157,148.487623145157,2.72553370282177,2725.53370282177,68.2380442541042,280.2,88.75,18.9034875,23.2842875,72.4185,32.6949375,0.0215,109.923,-0.061,0.03025,361.5635,105.2116667,0.3,1.2055,-0.0135,22.834,0.657333333,34.44530282,0.053271,1,772.3906546,103,0.5,"3","C3-T7-H26",-4.437854817,-130.4595,34.52752,5.00050160894544,10.1325049993659,7.91041954216693,185.985089429205,0.054480200700298,6.62760038712383
"181","0.5-1","c3_t7_h26","Poecilostomatoida",0.0363516439552863,36.3516439552863,2.72553370282177,2725.53370282177,76.8879371877231,280.2,100,18.9034875,23.2842875,72.4185,32.6949375,0.0215,109.923,-0.061,0.03025,361.5635,105.2116667,0.3,1.2055,-0.0135,22.834,0.657333333,34.44530282,0.053271,1,772.3906546,103,0.5,"3","C3-T7-H26",-4.437854817,-130.4595,34.52752,3.5932394286869,2.79500291710453,7.91041954216693,209.560664145583,0.0133374406332422,5.33968755538296
"182","0.5-1","c3_t7_h26","Polychaeta",0.0116270478723171,11.6270478723171,2.72553370282177,2725.53370282177,76.8879371877231,280.2,100,18.9034875,23.2842875,72.4185,32.6949375,0.0215,109.923,-0.061,0.03025,361.5635,105.2116667,0.3,1.2055,-0.0135,22.834,0.657333333,34.44530282,0.053271,1,772.3906546,103,0.5,"3","C3-T7-H26",-4.437854817,-130.4595,34.52752,2.45333409701842,0.893979726485369,7.91041954216693,209.560664145583,0.00426597105010279,4.19978983178052
"183","0.5-1","ct1_t1_h28","Annelida",0,0,9.26196468800328,9261.96468800328,0.8000800080008,279,40,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,0.5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,-Inf,0,9.1336714744663,7.41031278168079,0,-5.52847340944069
"184","0.5-1","ct1_t1_h28","Calanoida",4.51416447828561,4514.16447828561,9.26196468800328,9261.96468800328,1.50973860272625,279,75.479381443299,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,0.5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,8.41497539408309,6.81520837192339,9.1336714744663,13.983145626566,0.487387355744582,7.90361016300009
"185","0.5-1","ct1_t1_h28","Copepoda<Maxillopoda",3.07134751202478,3071.34751202478,9.26196468800328,9261.96468800328,1.36564194053814,279,68.2752688172043,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,0.5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,8.02987167327839,4.1943609763885,9.1336714744663,12.6485274297205,0.331608639795722,7.41819543817195
"186","0.5-1","ct1_t1_h28","Eucalanidae",0.0238413005843492,23.8413005843492,9.26196468800328,9261.96468800328,0.8000800080008,279,40,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,0.5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,3.17141939542173,0.0190749479622756,9.1336714744663,7.41031278168079,0.0025741083439057,2.02559673611135
"187","0.5-1","ct1_t1_h28","Eumalacostraca",0.113044573968433,113.044573968433,9.26196468800328,9261.96468800328,0.8000800080008,279,40,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,0.5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,4.72778220083112,0.0904447036451105,9.1336714744663,7.41031278168079,0.0122052477823475,3.58154598974651
"188","0.5-1","ct1_t1_h28","Harpacticoida",0.0245771513780332,24.5771513780332,9.26196468800328,9261.96468800328,0.8000800080008,279,40,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,0.5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,3.20181720555996,0.0196636874711737,9.1336714744663,7.41031278168079,0.00265355701580974,2.0559788581389
"189","0.5-1","ct1_t1_h28","Hydrozoa",0.0579996997766948,57.9996997766948,9.26196468800328,9261.96468800328,0.8000800080008,279,40,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,0.5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,4.06043783426914,0.046404400261382,9.1336714744663,7.41031278168079,0.00626213786496292,2.91430653809169
"190","0.5-1","ct1_t1_h28","Oithonidae",0.10975922264069,109.75922264069,9.26196468800328,9261.96468800328,1.41589916567414,279,70.7878787878788,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,0.5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,4.69828908159727,0.155407991761996,9.1336714744663,13.1140080742472,0.0118505334816119,4.12281498488351
"191","0.5-1","ct1_t1_h28","Ostracoda",0.403163090835944,403.163090835944,9.26196468800328,9261.96468800328,1.44116975800144,279,72.0512820512821,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,0.5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,5.99934117198161,0.58102645405515,9.1336714744663,13.3480634080276,0.0435288952632423,5.44151027507154
"192","0.5-1","ct1_t1_h28","Poecilostomatoida",0.82181782307001,821.81782307001,9.26196468800328,9261.96468800328,1.27444744474447,279,63.716,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,0.5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,6.7115187440579,1.04736362465704,9.1336714744663,11.8038872299393,0.0887303990841688,6.03073777634672
"193","0.5-1","ct1_t1_h28","Polychaeta",0.00910267777493126,9.10267777493126,9.26196468800328,9261.96468800328,0.8000800080008,279,40,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,0.5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,2.20856863121799,0.00728287050699571,9.1336714744663,7.41031278168079,0.000982802038397065,1.06359400459804
"194","0.5-1","ct1_t1_h28","Pteropoda",0.0973186924419705,97.3186924419705,9.26196468800328,9261.96468800328,1.64683134980165,279,82.3333333333333,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,0.5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,4.57799108216919,0.160267473635142,9.1336714744663,15.2528938089596,0.0105073486803533,4.1536032999946
"195","0.5-1","ct1_t1_h28","Salpida",0.0158284652218388,15.8284652218388,9.26196468800328,9261.96468800328,3.34033403340334,279,167,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,0.5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055,2.76180991542373,0.0528723610770492,9.1336714744663,30.9380558635173,0.00170897490489689,3.04476662081133
"196","0.5-1","ct1_t2_h29","Amphipoda",0,0,5.77466972808624,5774.66972808623,1.6001600160016,278,80,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,0.5,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,-Inf,0,8.66123634381281,9.24039560449843,0,-5.22221003960399
"197","0.5-1","ct1_t2_h29","Calanoida",2.95163557945304,2951.63557945304,5.77466972808624,5774.66972808623,1.99396197164988,278,99.6881287726358,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,0.5,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,7.99011472940518,5.88544909959812,8.66123634381281,11.5144718366417,0.511134959822409,8.06320017486207
"198","0.5-1","ct1_t2_h29","Copepoda<Maxillopoda",1.91791126834811,1917.91126834811,5.77466972808624,5774.66972808623,1.97378228388877,278,98.6792452830189,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,0.5,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498,7.55899199178101,3.78553928353614,8.66123634381281,11.3979408046054,0.332124841533357,7.62190642287221
