Hash,Kingdom,Phylum,Subphylum,Class,Subclass,Superorder,Order,Family,Genus,Species
1703ccbe1fffc218367bd25e96fc4dc95f6d5011,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Acartiidae,Acartia,Acartia Acartiura margalefi
18bc8062d256c224000582443890cdb333deb155,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus monachus
2439425b99d37e9ac683f3246f96980d412ce40c,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Aetideidae,Aetideus,Aetideus bradyi
28a76bfffb72aecd69b7760f2cf5fbb89bd2cc98,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Acartiidae,Acartia,Acartia Acartiura margalefi
2ae059c18e36ba4620545bdd3a57a639ebc1d9a2,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Acartiidae,Acartia,Acartia Acartiura margalefi
2d5f0d95c42dcc8388a17558ee27b1041afe7f68,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
2f729f3a47c6dab6bbc5dda284a64f74917b9d86,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,,
3310e5fa9f2643f7e361cfef96207407b37fe2de,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
334da39aa6ccfed14beb3c0218ecb7f1c4d44331,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
3d20e584d089df6b2c6873f04b82a9ab2b11766f,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
3d5136e9bc0677da0513296476e8c4a9a861594f,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
45bd7533ce3843fd38aeca890bbc9e687e15d154,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
45ddfdc750510f749ee326b99180e29e90191489,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
4c6be700b98ee91fb36caa5eb7a5be5885f30d34,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Ctenocalanus,Ctenocalanus vanus
4d3a77d605c748f2a17102d2f0cfa768950e9531,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus
4f2327009bca5c3fe9bcbada8ff3b335b8af6295,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis edentata
50469cd17c7ba4329f828eb53edd3d1cb5ec8727,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
52a4a6a38e2f25ed5ce5c20f0e7f803fca3a6da3,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
5a833e0a478a012b2b934b19b76eb311d63cf891,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
5b408bcb18ddca8a0088c8cb0c94f8f01e3d565d,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Acartiidae,Acartia,Acartia Acartiura margalefi
605d6ce88281b4bbcff711ac8afe595d978194fa,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Ctenocalanus,Ctenocalanus vanus
6b18a206f47395d272d7c4f4a91b5e3da70e82f9,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,,
6cbf780398d3b5f628e2963a59953a4e5c377529,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
6f01a43858c4adeff558f03693318ff97d09a3b6,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
74467599c9774a1df58f38b0e0eadfa7b29375dc,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
7b178011a0e827baf7476c2930d5a897a5b41b3a,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
7c600f1621711192b37a1618ef4c507585d847dc,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
7df189e993f359afe2e5bcaebc5218a2a5b5b64e,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Ctenocalanus,Ctenocalanus vanus
7e7e3c444e485b1ef8a2ba9be584a5691c6ef8e9,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
837020b55b70e40635c33417f7572942ca7a7009,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Candaciidae,Candacia,Candacia bipinnata
905ef01deae4c6e4aaf90f8d0392f3b724ecacd4,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus minutus
914275e6686877e25cfdb5df6c8a42744c44f9b0,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma borealis
97180b18dfcb09a40bc9d150838e02291cd67004,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Acartiidae,Acartia,Acartia Acartiura margalefi
98074573dc3665cc722d3483db36c8f030438b6f,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
98274e853b419886223e094e53449fc1635458c8,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
9b60a416003d9d36c43a15b001175ce94ee0bb41,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma borealis
9c9ed7fbe30894915f908b94663c6dd082ec9bb4,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
9e3d190e7992b4cf631d9d51568978e4e31d1039,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Acartiidae,Acartia,Acartia Acartiura margalefi
a1bd8c3c579e5c0eae315dfe9ba06d3f4b917007,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
a4f88cf8c7ddced40052f97b879962e9af8bb1f5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,,
ab003bbe75832c5e77e31046ac339afad1a54c1a,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
abee267f0c5666d03319538005bd8b714f15e1ac,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,,
add60dfdaa81b55c808fc154caf15ac941b0ca2a,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
b1619bda50356a5c0566698f2e6c7265b9886b8b,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Ctenocalanus,Ctenocalanus vanus
b1fb395dbe6b229152fbf62970f20f129ba0ac46,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
b809a997632c2640cdbe7940f619b45fa30adc45,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
bfcd14f97747c99372ec23c78dab3909d1561ea0,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Rhincalanus,Rhincalanus nasutus
c3fb89f8d0b6dbcec55b04cdfda7f019695eec6c,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Species
c7b90b28374bb6b5493814ed6ea9bbc95a76178c,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Ctenocalanus,Ctenocalanus vanus
c7cb9c2029ddb53b74ae580eaac50b3f2cf27c4b,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Ctenocalanus,Ctenocalanus vanus
ca6a338620c11bc8b0d3957d29068f6c39c68b5b,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
cd461f97fea3eb247657aaf6ea054a4ff990ac82,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta rubra
cdffdeed24846ab0fa0610d9f5c119df862c22d2,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Metridia,Metridia lucens
cfc63cf67ac28d2e2b11f7a78d76692a39e99f92,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
d25ee407a06ea4c40dfb7c3aebb71b2522ad9c55,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
d397f6aeba5625229c1e0c143454aa0b669b5f99,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta rubra
d6a7f93a5357adbce9373bd4b74f7ebc00494aec,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
e01e1542e1ebf377fac3a35aef2edea1309c43e3,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
ebaccffde6849cb6c317f6d2e476b5e202c7fadf,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
f736c21058cc8ce107275dac622fe3b316a557a2,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
f8ea8faec83c1c92daba7db1529691b76a63cf92,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Species
fdfbca663bad76a63584364cf94e9e22c71b2862,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
fe39a04ddd0818305ba03822f1b04cb8a0b67473,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Ctenocalanus,Ctenocalanus vanus
0f76106f1e283822867de45fb377f1ee084fa5c7,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
2138ac4c57175eca19c26b7d43a34dbe1547b8f9,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Acartiidae,Acartia,Acartia Acartiura margalefi
270f06048327a491eff5f67657777542057e70db,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
29ff75e84a65e44995ba5da9ea7815a78ca64a79,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
2d830c73c59d00458eb975ff2786a28e19e7778c,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
2ec2eab7d994894cff411bfe442d3503257729ee,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Lucicutiidae,Lucicutia,Lucicutia polaris
3091983d47fb91f0230f48657e80d1e30d75bc4d,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
3373a3044958b35af3cd565a19bce577eef3fa05,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
420ce88f2d5c395dee273ad83ab58e415e821a8d,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
4315189e3f2ee3d0bb1cebfb42fc9dfdaf4e3799,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
477af90a53bb0e8101f6e586b3db841f691179a8,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Metridia,Metridia lucens
4dbdc9b023c5d3ceda488650fbd338ef96f092d7,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
51f618a2212eacd683bb7b4c80132e0bd38b58cf,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
74d8d88d668168164b37ecee5d5f966a32e5d39a,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
837c12bc421636c51723e6ab2153941b5bd57aee,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
8954422ad842ee5f0b96ec21f45678932a41e5b5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
a350a15502140f328d51f1ac7058bf856ebb6b75,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
a36e98eebfa90207d36839d27dd603eb103ad1b3,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta elongata
a6a2a9f4b7a190289535a32a1df4a2456a5384b1,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Heterorhabdidae,Heterorhabdus,Heterorhabdus oikoumenikis
acf75ffb18c5fccd11f08b4b994b63465b7e1166,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
b336e853117d4fb6ba6b424b87c405e699d3fd3e,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Acartiidae,Acartia,Acartia Acartiura margalefi
c21bbb2d7293c117c4a3cbf531f9b9655f5a5671,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
cb03419adaeec7a7834e0141e9a7eaf66ee2db7a,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta elongata
cf1c874aea5e323b6b74cff8288da6a9aa477d2c,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Heterorhabdidae,Heterorhabdus,Heterorhabdus papilliger
d087bfc38fdc865d5f7c40af12a5e35e9a99ea2d,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Scolecitrichidae,Lophothrix,Lophothrix humilifrons
ec6f94867cca481a5fe457d93b49b092720688b8,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Metridia,Metridia lucens
1ed69552a3bb0d8b0177dfd7c8c2d1147d350cc9,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus monachus
263b164298a75a01d8a9b505ac4348c656de392f,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
2885839f4b72c349770741c1878014867992af4b,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
29ee18755c054f9968609bdc88b4cb036bbc18c4,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
3a09dce2a613895c4750ec9fe6e43825b2b3488c,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
4734ec9cae962b4d07989659a436f8c78218b6b5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
5af4686284996deb802652d298ae83778e40256f,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Paracalanus,Paracalanus aculeatus
65c2c817aaef063ace8962b6d5563bce6811a072,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
66a1c8244e99f62a1c8480049501161dbddd5c78,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
6f81c04c1987206e0cfb5d97c8a3bb426af9600e,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
6f93c18e5a5ef94bb08099b6f6505f5082ebe2cd,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
7c9327c77399043fa78be59964190f9acd8ecc63,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
85e2e3fca8912b892bc76e496d7bb879fffdb16f,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
9099c667257da5b34f8afb3b01c4418dd753a116,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta elongata
a3aa48eda958305314ca2ae91a164da875f8cff8,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus monachus
a8e6604baa7ca0f8c1fccb858e7de4b1a40b3f98,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Heterorhabdidae,Heterorhabdus,Heterorhabdus papilliger
abe60dc4f328e42645e8b5de62890609258de7a7,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
b15a9e1904393baa9438ab9bbd3a890078979eeb,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
b2cd732b1b8f127a888e9ab5dc38f36e4465aded,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Heterorhabdidae,Heterorhabdus,Heterorhabdus habrosomus
b37e3b9daa45e1a30a993dbde4d4ff2543572298,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
c26eb4319e0b626b7f00098a2ac313582d78e893,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
ccd747b754ebb10643c2e7bc04610ba228bdbd2e,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
db786c4928caae69dbc828e61e6e155e3ac8f579,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
dc6fd56e3a5e624e5fb8c5352fc980230a43baa7,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
e07e8d71a4dde5c696c67e8e09be6a3d39492e6e,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
fe2c97a1043d00c6f439246c609f21f5739178f4,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus monachus
cbb3b426b7e7791f955505edad462c4074f40c4d,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Species
1302c40a3cba803fa64cc5939b562a7a5700bbbc,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
1511209aba9d1c3ed9a7b879f82aaeed2290bf5b,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
3c45dc285364fe919ca1bb543306710964fe1eb2,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
3daf540fe17fb08961809e362c343a34876e5ef7,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
420fd9cad64f551de9a134b95909ea31d66bc864,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
4956c27b442b6765e54667373f4ff3352ca0cc1c,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
8cc4041c07402dd6e57a54d53a3c2432e132f0ae,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
98b9d1aa8fd72cecdf12cd901128d83169c72ef4,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
9ad71fbd9d4f9aed822a156aed11227268a86712,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Aetideidae,Aetideus,Aetideus bradyi
bed1b40ff790b44d4957aee96876422336c8a3f7,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
ce18b0b94dab6d174fe316b2bf2335b1e9d6419f,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
d9c67ae09d8130727c4c6e7fc5fc8cfc17153668,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
fe3429ca888e60c5ddc1614d4171e0c96300a655,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
57005a777156822813323fb1ad812d5fee0c64f4,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus monachus
625707553b70864cca54ad03fc3a16472dc922ac,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
92701d7075651b7c2fec8392930cd53caf0be051,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Ctenocalanus,Ctenocalanus vanus
ac7542420f14af414d7f34ddf18e775660b7570e,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Species
ba2bdbe2274898073bb769f3d7a30caa6ba015d2,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus monachus
ca9b934276bc0cd68dc3b9e087f3f57c50d1be6e,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
1f756189737391fa69f17b84f3b9ce4f53feaeab,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
2818e24c6b2b3f32086b1a3185fb0b1f921a18c2,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
2eb0f5e42e86b60badd1cd831d053339ceeaf8f8,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
3ae55dca90a0d562c35a82e1780ac82a6ee34634,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
510aefb635594f1a34c24e692035a8adcada0347,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
513e6e6e21134f49f67315fad5db9f7dbedde6eb,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
6234ddd87d06007aa56aa67a5a4a719eb9e0c4d6,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
68714bd4d91f5d800bb81a5f47e9e6f02384257b,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus
699998b228e39009dc3427070b6bafcf3fb8c664,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
6e1ebcf297164ca4ef31fdf394995283553a960e,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus monachus
725b82c641a0c709c2a030d4926341b8e34155cc,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Candaciidae,Candacia,Candacia bipinnata
7858e672d538afedd3af80d1eb9bdf64f76c07b5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
7d97ea90193aa19e3e0882ca6a7b977c2d11a472,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus bungii
