Hash,Phylum,Class,Order,Family,Genus,Species
c7da9105eb611a250f09b8c6c26ffe7c2db06373,,,,,,
d49ff3c92a4867805e71ed198d8b8726895f82af,,,,,,
7eb1c2f82d9653f64608154d38944b09e76d55c5,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
0f176b92a7b941c6459e4648d8bb94725ede1cab,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
23d6e9d3191dcc649b6b3d2fe2da9b7b4e950417,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
7e1abef272376ae4c4d93b9663ed849009067cf1,,,,,,
b3f958033acba48eaf4f6c188f3de319a171edc4,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
4a796656ca4561a11f554c3df10212368fee3186,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
6262f4f31a9970241ed1dea1b6bad53b93d55ba1,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
c305c1091de426264be048fabaedaad3214775dd,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
9cedbe62158066bd177103b4b96e5c90c5b176f7,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
dd2d350b62b6a1c6c9553561fd92087f5d4285a0,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA
547810e355dc23e3a9be7a5c274387d40a50e69b,,,,,,
ff9239d76108f3577579bd14389faea3d1eff96b,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
05591de557a0385b317ca0bc6b6d6a0cf44e43b2,,,,,,
dc1946d5c2b5062a98db72ecb7b091fdedd94e13,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
aea45f8036d56e6db86a45d2b52aa5748b34233d,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
e9a0142e6bcec4a36c9383ab7fe9fe073af54fdc,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
05801ba8c001b27a7181eefd30532c6ee6bd018c,Chordata,Actinopteri,Argentiniformes,Bathylagidae,Bathylagoides,Bathylagoides wesethi
718a1226c78f3c2a810fb9b72cd3dfa8926e22a3,,,,,,
b7a3e645e301d69baa4a001ae0304d2120356a6c,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
2a6e2364a5abad43d675c87dfb9a3e23ca1e678d,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
658f668d1012df4d988b488f336ea149b0614be9,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
6234ddd87d06007aa56aa67a5a4a719eb9e0c4d6,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
5ed7348655aba7c226fe31a498af5b7d0b581532,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,NA
58b9aa197013c349f1015fa0c8c4a172b36df193,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
b2936a41a697d63d6cca20de5918f681e9180527,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
c9732b8d3efa76bc2187f596f9e2d367690a5d42,,,,,,
0ad51b900cf786043d6384f09b3477c824ee8b1a,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
d346f616e95e4b6a90ab2896e9df69eb5212bfdd,,,,,,
f9f8baed304c2645a899a8a097e65ab4d1cb036b,Arthropoda,Insecta,Diptera,Phoridae,Megaselia,Megaselia sp. BOLD-2016
a17946b504ef08862a183bba11717f5f508c6335,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,Chloropicon roscoffensis
af2d72d012ac62eec28c8c576995463749faf4fa,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
6a85adc27b76b13dad42089f287aeee499ba819c,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
2c5af83386304c4b0253504cb359f6bf3c898c16,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
44c317ef2a821b3e8a0e1e8b6ca01785baebb38b,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
d2f69e49fefae05a93831b57bb89c3e15fde71eb,,,,,,
4047a9b6d9c19a9652943c6792c437c6c6204360,,,,,,
6f27b816a1c3648b50fa0cd9fd59140a16aaf2de,,,,,,
3278d910f88cd11957abbfb8a7d407b64d2c322b,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloroparvula,Chloroparvula pacifica
ba286d49142bb8cf4b5beac18ce899eda3312a6c,,,,,,
aee6835ccbeebe3986ac2cb915d482c9af7f2a24,NA,NA,NA,NA,NA,NA
399fde182583e8764586c2d26fc644418a2b79a0,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
49dd1d8ffc0ebbc88a88afa525f38ec83f214c0c,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
d3deb4e49f0be4e52b66043fce9502ff092bccc3,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
a32fc91489b7a81b814c9f53d4ae138157f44bd6,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
f2c47e80ff960dfdc3da155d3ffa521e8c299918,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
d7ed0d514bf55345c3fdf210c5d9f58c343e45c3,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
e58027e8099be712a7e64c2d78668337e5dc05c7,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Pleuromamma,Pleuromamma xiphias
2c1ded3dc2e574045d10e3ebeda2f722ca4c03d3,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus lividus
1b030090d520143c835377004f3ec1399afff672,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
15f1724a808f5473ed8c2f2786ca68147ca2d103,,,,,,
044a5764cf2842a8b82c1e750e20711624599c9f,NA,NA,NA,NA,NA,NA
21c6554bbc76899d5f9c5a28306b9ca2bb59e388,,,,,,
a9be5d412858478a782dd6a4e3da83624846821c,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
6a57997dddc16db52e1f05b414f0d1c09431816e,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,NA
02a07907732e29c1a97ed0eeda0a2d5a538f3a41,Chordata,NA,NA,NA,NA,NA
fd578e0843159c278bc912d80aa7c820d03ce668,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,NA
466f18eba67251ae008a908fd12893b7a8e499b6,,,,,,
7ba239bd885dc9cfecffde0752e2c2194ae85f74,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,NA
aae88932ebaa3b4356cc1ac8e2900062b8c02b91,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
c512b390c2ed88e9ce6c46852d506f89d2996f02,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
dfc2f44f806419c331496d2e0140de30d35a84fb,Arthropoda,Hexanauplia,Harpacticoida,Peltidiidae,Goniopsyllus,Goniopsyllus rostratus
f8ea8faec83c1c92daba7db1529691b76a63cf92,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
a19658b8cf0ea2f425bd30f6be627e6df1faafda,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
6428371d4fb5875fda9ab73841cde3465a556ea8,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,NA
336326330559e26bba2ca780a0b90188284d995b,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
36e29daa2bef93f823a4e03a18bfb044aa012167,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
d4b24a2b37f6b027ab63d1a04528ee4d93a50b78,,,,,,
b8818d2296439b0530638bf8c6cd39f47fbd0988,Arthropoda,Hexanauplia,Pedunculata,NA,NA,NA
4f72fcbbf82e7b0b75be2001a67f81c61d33a5fd,,,,,,
3526cee34012bd1312b39d645096494582d29248,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
060994cd507682e8b605dfb73143940a7519a1ee,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
7ea530faa9dca3612f830069efdf745a8bf904bc,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
c57ef5f1396f078d0d9e696553ec05675d2e30ce,,,,,,
1c99f89f3ae48229ed94a3ec57ae4f8ab4c0459c,NA,Dinophyceae,Syndiniales,Syndiniaceae,Hematodinium,Hematodinium sp.
f038b9586963d257265b5dcad644fe99b7bb45bb,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
7f0c63c5ace088f1d793ef0143cf408abcb1283e,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
e334115a4394204afddc7c9b957aa39ea2a1553d,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ca2b602b1e30a843ee75dca0bdd2bdd9447c976f,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
d4192f0825a2d3b8dbbd784afa1f5332e7f80d03,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
5072ad0ed065d4b3df41e20c01de0b8e07140695,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
8ec239086a806c97735c8916cd2fd7646c44a0de,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
59b78d43ad1b10bdc85d94c4b7b7c9ce80b34c0b,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
42166ee8d183f2937c6a018ded42314453856b82,,,,,,
3ef8071a48d2c92a83aa60cb7a106ec514f74371,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
8ea591dfa408961fcd7a4eba98bf04a0df7789f6,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
597656c7e92b7ef6e1d399914527c73b03e527a5,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
431bb47b521c1d9cd800217f49a2560af9826cd7,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecetta,Conchoecetta giesbrechti
17f78af2751fc6ee34901df0592a0a6f04cf615f,Arthropoda,Hexanauplia,Pedunculata,NA,NA,NA
4766ef3e4eb71cb2c033b5bc04d9221a581279c1,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
9a768c0df6b87c589c269b3027c1477b84ef3469,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus parapergens
8091fbfca03e0a21491fbf783b9c31d7efecbee4,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
29ee18755c054f9968609bdc88b4cb036bbc18c4,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
4e7871e621d6b3a81bd722b4894c85bb0c73463b,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Pleuromamma,Pleuromamma borealis
504b3bdf7d04096c70078460cfc23aa95b21b2ce,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
9bb42ccb78fb29277862e0cc03404a4aa9194ac7,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
fe3089255aed00806115b2e95da6c013e78837b3,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Porroecia,NA
b6dd616899aa36c4d9641a8863ebb03f2f2e6b56,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus parapergens
0c504186478970db981e4601648ad5ff105aaa9b,,,,,,
49f8beca58d8ec722e7c932a350985fabf390389,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
f90c10d35a4f821f65b22050a9003924accf1f0a,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus lividus
512114ef03f0ffc93f19b196509caea53ea5b603,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
1ddb32cb0e7d82f86bc29019187dab563029e397,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,NA
8954422ad842ee5f0b96ec21f45678932a41e5b5,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
65c2c817aaef063ace8962b6d5563bce6811a072,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
020c9f56a9849cc60bbd5c971569204c6e7fa2ec,Arthropoda,Hexanauplia,Harpacticoida,Peltidiidae,Goniopsyllus,Goniopsyllus rostratus
a4218fc4f539ac44007b3dea9b1d8af016ed4d32,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
e655370996b221c8928d961e88713b4f9c33a750,,,,,,
8605a7dcc312f6e7a9da2abbea77d4d37a1c3adc,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
666b02abb3f68f6bebdac93ad553b57748cc8277,,,,,,
066d6c0a1c3acc0089bec056b599c273a8c9fc80,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
e939eaa3ca89ccd5d99ff1fc429d508a54d88f1c,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
aefcc3a1e0f496d72dcd0902a11bfdf05eeefa0d,,,,,,
a4f88cf8c7ddced40052f97b879962e9af8bb1f5,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
22a08c5e70237fc985f9c3c59d43669ab257cae2,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,NA
3a09dce2a613895c4750ec9fe6e43825b2b3488c,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
4078999d1893c901da93d943a448de56230f53fc,,,,,,
78525e758a0aece6ff54081a20317d76aec93485,NA,NA,NA,NA,NA,NA
ec77b12a8bc02f5a6c29c18b618f09b839daa149,,,,,,
a557ab5da8e886bb269254e584cd02cb85d68b92,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,Euphausia pacifica
08636a1495939b7805ca78f84db8556c3ef820fa,Arthropoda,Hexanauplia,Calanoida,Candaciidae,Candacia,Candacia simplex
66f6c47c5979aac96f1df5faa6d01a8bff3086f2,NA,NA,NA,NA,NA,NA
26eb63a7a8f767544eedf014e6963a874c7e9b81,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
50469cd17c7ba4329f828eb53edd3d1cb5ec8727,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,NA
a1852245a7cd533342d6705f214bebb2edee248f,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
7e4133a8f8877c6d045db41c394789608cc33028,,,,,,
41eb4eea92ba16ea54519002912189e2395fb813,,,,,,
63a67452ff11ce8b5eb5bdd75752091993c6cb39,,,,,,
e8d86c849cbebe738c4b6601befc1b5ffcf339d1,,,,,,
c4eefd4824c68b658b40134c11f4c2573ca98ba3,NA,NA,NA,NA,NA,NA
63a2a634db5f8e65ce45a2cf7ba3a0c7e287b3ab,,,,,,
146e758f20c64a759334b1c4452af06c1f9e2b27,,,,,,
1dab2f7ad7e9b19ff2bdc48b66844f7080e59bdc,,,,,,
df96d7fcc9b32a5ecc545e98cb3c9d98642d8567,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
a60f550abbcec40e12649597c4145412876935eb,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
b68fae6872e6ece90c2620f6eba6a4a3871961c1,Arthropoda,Hexanauplia,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
da535f96b34b54a724d1d7b6441466de9db71161,Arthropoda,Hexanauplia,Calanoida,Mecynoceridae,Mecynocera,Mecynocera clausi
d0fd14451df7bcb24b1a411c4592a8270f098db2,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Scolecithricella,Scolecithricella dentata
e2c516c83e90b42a475de865636459e68274c3cc,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,Neocalanus gracilis
f4fe6f3a2850beb2db0eed4e5f4b82ee5993166c,NA,NA,NA,NA,NA,NA
d12d21529ea747226d0528d535ca34869054fa1c,,,,,,
bd87fef29ddfb20850fb30b54c585110bac0a8fb,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus lividus
23a49f9547ba87c70b5943f98ec717bd1d4599cd,Arthropoda,Hexanauplia,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
c88da0d3f939017fa207fc1b289c8d1a96e918cb,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,Membranipora membranacea
5c2bcd6911d147bbf3dca9ae54627daba8f9b8be,Sipuncula,NA,Phascolosomatiformes,Phascolosomatidae,Phascolosoma,Phascolosoma agassizii
63880099e6d2ebd6f0a1123c93fbc04473bbd13f,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Orthoconchoecia,Orthoconchoecia bispinosa
e56d476b20367e7b0c9d64a8f45f0fb4a9f54972,Chordata,Actinopteri,Argentiniformes,Bathylagidae,Bathylagoides,Bathylagoides wesethi
237d6d5b11b002eeabbbea27bc8acc194c73208c,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus arcuicornis
9eced6ba08a62bdbce851f25db44163db2e40600,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
dab09f310319888827057a26be04870cc6b99908,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
ff247edbafdeebf6cacdf5534d9d2223b15316a9,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus parapergens
c32b27e4429ba11b01c2c9bb74188db17f602725,,,,,,
2138ac4c57175eca19c26b7d43a34dbe1547b8f9,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,NA
e48c254b68c16ace31a6781c56602e5b0777dc3d,Chordata,Actinopteri,Myctophiformes,Myctophidae,NA,NA
c6b30fc2d926e7b3c41b3fe8d440bd74b06ed5cb,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
f48a1036532f252a588e80c8e5758c82949bc50a,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
a36c224f9363b72cbeaa16cc313fe73f84ad269b,Arthropoda,Hexanauplia,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
2a1a773cef796292dafa1460e7f8cd153de66954,Chordata,Actinopteri,NA,NA,NA,NA
44b0729401866873e1468e7aa6c174950822f4fc,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecetta,Conchoecetta giesbrechti
63d22c858b424ff6e02bd233d482d9ecd3997cf4,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis
e7523cb18828c7fbf0dfa8ec80729aac52f6f9dd,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,NA
96b148a47663724560c08df0f1f9f37fbb24a227,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus
6206693b8580d16f8817597db5eb720da006d4a3,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA
cfc63cf67ac28d2e2b11f7a78d76692a39e99f92,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
c36bee650bbfe317ff8fc6a7a27c05a467461e6d,,,,,,
49b90024154644c1902b93b249a99b6dd3f0be59,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,Thysanoessa gregaria
36f9fba326bb26e5601094cb097b21e56cf66649,Arthropoda,Hexanauplia,Poecilostomatoida,Sapphirinidae,Sapphirina,Sapphirina opalina
82c5a97e49f415a9b0d258681c6e35e36cce1edb,,,,,,
7bc0b3013279cb1efe15599c983588cc93cc53f7,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
38c51aa2f86cc14ce0f051e24b4841b9f19ecd3a,,,,,,
a794c80e61ed42201bee8e18269617b4385ad1c4,,,,,,
b7b3fdfb3fd2686b0b9ad8b5fef74f47f0c88b4a,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
dff6df8ff57c065357dee94d6b1ff0aa7c6a0edc,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
69b58afec38337f5e8501cc341b74d975f0b46fd,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,NA
62768461207ccea19b8c1ce662248d5c67e0b56b,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
21c949c0c188bc6789316060dfb81b96dbec6ca3,,,,,,
29e52d9fe219c323dd10e9de0ba04739b3a204f9,Arthropoda,Hexanauplia,Calanoida,Mecynoceridae,Mecynocera,Mecynocera clausi
880c2464b88044eb6d18bf8950e91af03b679587,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,NA
b7b62cb13509bd995e063212b5f36d011babccd5,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
60ec15ff0776c7ddbd79a3e22d46b178059f9d48,Chordata,Actinopteri,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone signata
1352ac954471f5a1e171b35c8d81d82625d5602b,,,,,,
b4dc3d16f56c44a6fac63a67387288784212ad81,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
85e2e3fca8912b892bc76e496d7bb879fffdb16f,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
3d661f1d8b1f282d3c1d6ec0c3218b71d5ab92fd,,,,,,
f8c5180bdc0450d53a026adc6ab2fc1a06a1eec7,,,,,,
f9ce3b754b17c8240cc24882834b445a3a637858,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
e91e9d89cecd4390a395b4f3bd8ff81ce0e8cc83,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
c2452aef5d357eedfce58c6c78e2bba198f46548,,,,,,
0a19cb3e89d835f71f2511817816e72a13f12504,,,,,,
f7f3619a2a336f0da4d0c757d405494667f820c0,,,,,,
77869a877e848de57b3fa32f0d30715653e4a3e7,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
74467599c9774a1df58f38b0e0eadfa7b29375dc,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,NA
7f3f09e7aaeca38d8b3c196e268a44547bd702ad,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
39da2ff9b6760938e874225437887ce1f3fe08ab,Arthropoda,Insecta,Diptera,Phoridae,Megaselia,Megaselia sp. BOLD-2016
db786c4928caae69dbc828e61e6e155e3ac8f579,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
825f592319cafc51f9eace9515b1ace0ac6797e0,,,,,,
6927b1c27b689d1e48541c27c5c625a6da617854,Mollusca,Gastropoda,Nudibranchia,Fionidae,Fiona,Fiona pinnata
1943c2dbc537174854615a463ff0978c1f9316d1,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
116e3ef8c862bb9155500e0221df2dbe02617641,Arthropoda,Hexanauplia,NA,NA,NA,NA
99b4f157f0b3502882cc6db01db37c942e2abfc1,Arthropoda,NA,NA,NA,NA,NA
5df70900a0d048cfcfcb8b1da614df7e77da3f5a,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
aa9bf9954d25f759ca7f5ad36e06a6c1786b9fce,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
e1e78f858bb8cdfe7524f3cbb7e6fe1ac08139e6,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
bfde302f2bd3de23ebb8e551c4a4af4d71790f62,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,Thysanoessa gregaria
be6e54795eea7c56eb8c632b113dd45fed67a001,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,NA
45ddfdc750510f749ee326b99180e29e90191489,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,NA
aad705b8b41c9f088b291b19aa4eeddd63de10ed,Arthropoda,Hexanauplia,Calanoida,Lucicutiidae,Lucicutia,Lucicutia flavicornis
9a6eac450f285a1f99a73d8acbaa1dd5d15a4c92,,,,,,
36aadfa5173d659ce609a147fccbb3730eeb0224,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
5d6bc2fd7b3d5ebf166fc97cab0b98c3e4cb2574,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
3d2154f1f89eee8572f0ed071b6aaf650f5ea94a,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
d3a6ecbe4e88953fc44f3a2ddf6ec9bf08d6cc12,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
2bbe85234a0f150c40801bffc14e46a9159c37e6,Arthropoda,Insecta,Diptera,Phoridae,Megaselia,Megaselia sp. BOLD-2016
7054de8103f01958abd3b9f926b00e67b401790f,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
837c12bc421636c51723e6ab2153941b5bd57aee,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
8c24cbb963b5d40d624459ee8e267cbfc3f43dd0,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
e656ccc50b71aefe1c6857deed5d8232003cf22f,,,,,,
7d97ea90193aa19e3e0882ca6a7b977c2d11a472,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus bungii
5249e894fcc7c9cc64d6ed345c23bfcb35dc8e8f,Arthropoda,Hexanauplia,Calanoida,Mecynoceridae,Mecynocera,Mecynocera clausi
56ae1fd71f937fa20e0c3a146e03680a8fe19f08,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
2045f2081cd13c5e839e84ba1812fa91df96768b,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
2b1e8a9c1ce7a90ec2f34de16ba87cc8b05f2b0f,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
137c0fdf7bd5b76fe1c6b44c700c09f74c12535c,Arthropoda,Hexanauplia,Calanoida,Lucicutiidae,Lucicutia,Lucicutia flavicornis
84f21c3e0c26eb532e1a16d406d544301f25331f,,,,,,
380acd4015e9bd667d77213d6a118665673a882a,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
6f81c04c1987206e0cfb5d97c8a3bb426af9600e,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
8cc4041c07402dd6e57a54d53a3c2432e132f0ae,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
62a667953c32df304a85f5c93c577fe0b8e7c2f2,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
aa80b5711e94a14aa478a6f909142b3f7f91c490,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Pleuromamma,Pleuromamma piseki
9f79a4296ad1de5c80c9debcd524baa18ab2717f,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
a70b2a26ff6cd9bcfc4ca59c829d8ff35c191bc5,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
398789a224f4bd053ecd60cb02f482d29c4c3383,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
5c6b528fab67c6e6476e83e592a042c55a88cca9,,,,,,
2d5f0d95c42dcc8388a17558ee27b1041afe7f68,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,NA
60ffc3ef2a2235d4dbeabca0e6b88faabb0efa1f,,,,,,
6dcfc427ab372d327a28924ef8decc1db8ccbc48,,,,,,
